Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère,Modélisation de la dispersion atmosphérique
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/03/2022,07/09/2022,20, %,6 min avg,7,21,53,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/10/2022,07/10/2022,20,%,6 min avg,1,29,29,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/11/2022,07/13/2022,20, %,6 min avg,3,20,64,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/14/2022,07/18/2022,20, %,6 min avg,5,20,89,Operational Process Modified,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/19/2022,07/19/2022,20,%,6 min avg,1,42,42,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/21/2022,07/21/2022,20,%,6 min avg,1,43,43,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/27/2022,07/28/2022,20, %,6 min avg,2,24,32,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,08/02/2022,08/10/2022,20, %,6 min avg,9,21,63,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,08/22/2022,08/31/2022,20, %,6 min avg,10,21,100,Operational Process Modified,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,09/01/2022,09/30/2022,20, %,6 min avg,12,21,95,Operational Process Modified,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,09/13/2022,09/30/2022,20, %,6 min avg,18,21,99,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,10/01/2022,10/08/2022,20, %,6 min avg,8,21,69,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,10/09/2022,10/10/2022,20, %,6 min avg,2,21,62,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,10/11/2022,10/14/2022,20, %,6 min avg,4,21,50,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,10/15/2022,10/15/2022,20,%,6 min avg,1,48,48,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,10/16/2022,10/31/2022,20, %,6 min avg,16,21,94,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,11/01/2022,11/02/2022,20, %,6 min avg,2,21,68,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,11/03/2022,11/17/2022,20, %,6 min avg,15,21,81,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,11/18/2022,11/24/2022,20, %,6 min avg,7,21,60,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,12/09/2022,12/22/2022,20, %,6 min avg,14,21,100,Operational Process Modified,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,12/23/2022,12/31/2022,20, %,6 min avg,9,21,87,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,04/20/2022,04/30/2022,20, %,6 min avg,11,21,91,Operational Process Modified,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/01/2022,05/16/2022,20, %,6 min avg,16,21,68,Operational Process Modified,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/18/2022,05/31/2022,20, %,6 min avg,14,21,62,Operational Process Modified,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/01/2022,06/09/2022,20, %,6 min avg,9,21,88,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/11/2022,06/30/2022,20, %,6 min avg,20,21,60,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/01/2022,07/01/2022,20,%,6 min avg,1,21,21,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/03/2022,07/28/2022,20, %,6 min avg,26,21,42,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/31/2022,07/31/2022,20,%,6 min avg,1,26,26,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,08/01/2022,08/02/2022,20,%,6 min avg,1,31,31,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,08/03/2022,08/08/2022,20, %,6 min avg,6,21,46,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,08/12/2022,08/13/2022,20, %,6 min avg,2,21,32,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,08/16/2022,08/16/2022,20,%,6 min avg,1,24,24,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,08/27/2022,08/31/2022,20, %,6 min avg,10,21,53,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,09/01/2022,09/12/2022,20, %,6 min avg,12,21,47,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,09/14/2022,09/23/2022,20, %,6 min avg,10,21,38,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,09/25/2022,09/29/2022,20, %,6 min avg,5,21,91,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,10/01/2022,10/27/2022,20, %,6 min avg,27,21,77,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,10/29/2022,10/31/2022,20, %,6 min avg,3,21,32,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,11/01/2022,11/10/2022,20, %,6 min avg,10,21,41,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,11/13/2022,11/13/2022,20,%,6 min avg,1,29,29,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,11/15/2022,11/24/2022,20, %,6 min avg,10,21,51,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,11/26/2022,11/26/2022,20,%,6 min avg,1,25,25,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,11/28/2022,11/28/2022,20,%,6 min avg,1,26,26,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,12/02/2022,12/04/2022,20, %,6 min avg,3,21,41,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,12/06/2022,12/06/2022,20,%,6 min avg,1,25,25,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Lake Erie Works,2330 Haldimand Road 3 Nanticoke,HALDIMAND COUNTY,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,12/08/2022,12/27/2022,20, %,6 min avg,20,21,94,Equipment Modified/Repaired,Event Resolved,
Oxy Vinyls Canada Co.,Oxy Vinyls Canada Co.,8800 Thorold Townline Rd,Niagara Falls,Organic Chemicals Manufacturing,Niagara,VINYL CHLORIDE,Site Specific Standard,07/28/2022,07/29/2022,30,µg/m³,24hr,1,42,42,Equipment Failure,Voluntary Abatement Program Underway,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,VISIBLE EMISSION,Approval / Permit Non-Compliance,01/01/2022,12/31/2022,4, %,30-day rolling average,345,4,15.4,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,"Director's Order Issued;
Other Abatement Action Taken;
Technical Standard under development;
Voluntary Abatement Program Underway",
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,VISIBLE EMISSION,Approval / Permit Non-Compliance,01/01/2022,12/31/2022,2.5, %,30-day rolling average,281,2.5,7,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,"Director's Order Issued;
Other Abatement Action Taken;
Technical Standard under development;
Voluntary Abatement Program Underway",
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,VISIBLE EMISSION,Approval / Permit Non-Compliance,01/01/2022,12/31/2022,12,seconds,30-day rolling log average,15,12,12.4,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,"Director's Order Issued;
Other Abatement Action Taken;
Technical Standard under development;
Voluntary Abatement Program Underway",
SHELL CANADA PRODUCTS,Shell Sarnia Manufacturing Centre,150 St. Clair PKWY,ST. CLAIR,Petroleum Refining,Sarnia,SULPHUR DIOXIDE,Legislation Non-Compliance,06/28/2022,06/28/2022,225,kg,24hr rolling sum,6,588,2585,Operational Process Modified,Director's Order Issued, Based on Air Dispersion Modeling  
,,,,,,,,,"Ces données sont fournies à titre d’information seulement. Les installations responsables des rejets ont fourni la plupart des données de ce sommaire. Ces installations sont responsables de l’exactitude des données fournies. Certaines données sont aussi dérivées des données du ministère sur les rejets. Les mesures prises par les installations et par le ministère étaient à jour en Septembre 2023. Pour obtenir des données actualisées, veuillez contacter le bureau de district ou de secteur concerné.",,,,,,,,,
