Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère,Modélisation de la dispersion atmosphérique
Algoma Steel Inc.,Algoma Steel Inc. - 105 West Street,105 West St,Sault Ste. Marie,Iron and Steel,Sault Ste. Marie,OPACITY,Legislation Non-Compliance,2021-11-01,2021-11-30,20, %,6min avg,30,21,100,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification; Other,Other Abatement Action Taken,
Algoma Steel Inc.,Algoma Steel Inc. - 105 West Street,105 West St,Sault Ste. Marie,Iron and Steel,Sault Ste. Marie,OPACITY,Legislation Non-Compliance,2021-12-01,2021-12-31,20, %,6min avg,31,21,100,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification; Other,Other Abatement Action Taken,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-01-01,2021-01-31,20, %,6min avg,29,20,49,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,VISIBLE EMISSION,ECA/CofA/Permit Non-Compliance,2021-01-01,2021-12-31,4, %,rolling avg,267,4,20.4,Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development; Voluntary Abatement Program Underway,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,VISIBLE EMISSION,ECA/CofA/Permit Non-Compliance,2021-01-01,2021-12-31,2.5, %,rolling avg,346,2.5,5.8,Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development; Voluntary Abatement Program Underway,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,VISIBLE EMISSION,ECA/CofA/Permit Non-Compliance,2021-01-01,2021-12-31,12,%,rolling avg,7,12,12.3,Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development; Voluntary Abatement Program Underway,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-02-01,2021-02-28,20, %,6min avg,28,20,51,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-03-01,2021-03-31,20, %,6min avg,31,20,52,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-04-01,2021-04-30,20, %,6min avg,30,20,53,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-05-01,2021-05-31,20, %,6min avg,31,20,51,Action Plan Submitted - Implementing Improvements; Ceased Operations; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-06-01,2021-06-30,20, %,6min avg,30,48,59,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-07-01,2021-07-31,20, %,6min avg,31,20,51,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-08-01,2021-08-31,20, %,6min avg,31,20,63,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-09-01,2021-09-30,20, %,6min avg,30,20,36,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-10-01,2021-10-31,20, %,6min avg,31,20,54,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-11-01,2021-11-30,20, %,6min avg,30,20,52,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,2021-12-01,2021-12-31,20, %,6min avg,31,20,59,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
AV Terrace Bay Inc.,21 Mill Road,21 Mill Rd,Terrace Bay,Pulp and Paper,Thunder Bay,OPACITY,ECA/CofA/Permit Non-Compliance; Legislation Non-Compliance,2021-03-14,2021-12-29,20, %,6min avg,68,23.8,91.7,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Conducting Study; Equipment Modified - Repaired - Replaced or Re-calibrated; Training/Procedure Change,Voluntary Abatement Program Underway,
AV Terrace Bay Inc.,21 Mill Road,21 Mill Rd,Terrace Bay,Pulp and Paper,Thunder Bay,TOTAL REDUCED SULFUR,ECA/CofA/Permit Non-Compliance; Legislation Non-Compliance,2021-05-05,2021-10-15,27,ppb,10min avg,22,27,102,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Conducting Study; Equipment Modified - Repaired - Replaced or Re-calibrated; Training/Procedure Change,Voluntary Abatement Program Underway,
AV Terrace Bay Inc.,21 Mill Road,21 Mill Rd,Terrace Bay,Pulp and Paper,Thunder Bay,TOTAL REDUCED SULFUR,ECA/CofA/Permit Non-Compliance; Legislation Non-Compliance,2021-05-07,2021-10-15,27,ppb,10min avg,29,29,109,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Conducting Study; Equipment Modified - Repaired - Replaced or Re-calibrated; Training/Procedure Change,Voluntary Abatement Program Underway,
BFG Canada Ltd.,120 Armstrong Avenue,120 Armstrong Ave,Halton Hills,Miscellaneous Industrial,Halton-Peel,AMMONIA,Legislation Non-Compliance,2021-06-08,2021-12-31,100,mg/m³,24h avg,1,237,237,Technical Standard requested by the sector,Technical Standard under development,Based on Air Dispersion Modeling
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2021-02-27,2021-02-27,20, %,6min avg,1,24.05,98.11,None Required,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2021-03-02,2021-03-24,20, %,6min avg,4,20.94,77.64,None Required,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2021-04-12,2021-04-20,20, %,6min avg,2,21.51,93.13,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2021-05-01,2021-05-31,20, %,6min avg,2,24.63,58.55,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2021-06-01,2021-06-30,20, %,6min avg,5,28.65,79.53,None Required,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2021-07-01,2021-07-31,20, %,6min avg,7,20.75,63.8,Other,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2021-08-01,2021-08-31,20, %,6min avg,7,20.89,56.49,None Required,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2021-09-01,2021-09-30,20, %,6min avg,2,28.7,84.16,None Required,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2021-12-01,2021-12-31,20, %,6min avg,1,22.74,100,None Required,Assessment Complete - No Action Required,
CRH Canada Group Inc.,Ash Grove,2391 Lakeshore Rd W,Mississauga,Industrial Minerals,Halton-Peel,Opacity,Legislation Non-Compliance,2021-02-07,2021-02-26,20,%,6min avg,7,20.01,21.05,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Domtar Inc.,Domtar Inc. - Dryden Operations,1 Duke St,Dryden,Pulp and Paper,Kenora,OPACITY,Legislation Non-Compliance,2021-05-25,2021-05-25,20, %,6min avg,1,43.4,58.8,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Domtar Inc.,Domtar Inc. - Dryden Operations,1 Duke St,Dryden,Pulp and Paper,Kenora,OPACITY,Legislation Non-Compliance,2021-09-14,2021-09-14,20, %,6min avg,1,38.4,57.292,None Required; Training/Procedure Change,Assessment Complete - No Action Required,
Domtar Inc.,Domtar Inc. - Espanola Mill,1 Station Rd,Espanola,Pulp and Paper,Sudbury,TOTAL REDUCED SULFUR,Legislation Non-Compliance,2021-01-01,2021-12-31,27,ppb,10min avg,61,36.62,66.8,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken,
Domtar Inc.,Domtar Inc. - Espanola Mill,1 Station Rd,Espanola,Pulp and Paper,Sudbury,TOTAL REDUCED SULFUR,Legislation Non-Compliance,2021-01-01,2021-12-31,27,ppb,10min avg,2,27,37.5,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken,
Domtar Inc.,Domtar Inc. - Espanola Mill,1 Station Rd,Espanola,Pulp and Paper,Sudbury,TOTAL SUSPENDED MATTER,Legislation Non-Compliance,2021-01-01,2021-12-31,65,µg/m³,any,2,113.55,148.6,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken,
Doughty Concrete Products Limited,1591 Youngs Point Road,1591 Youngs Point Road,Selwyn,Industrial Minerals,Peterborough,NOISE,Policy/Guideline Non-Conformance,2021-10-08,2021-11-17,50,dBA,Leq,6,52,54,"Equipment Modified - Repaired - Replaced or Re-calibrated, Operational Process Modification",Voluntary Abatement Program Underway,
Emerald Energy from Waste Inc.,Emerald Energy from Waste,7656 Bramalea Rd,Brampton,Miscellaneous Industrial,Halton-Peel,CARBON MONOXIDE,ECA/CofA/Permit Non-Compliance,2021-07-21,2021-07-21,35,ppm,4h avg,1,52.5,52.5,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Emerald Energy from Waste Inc.,Emerald Energy from Waste,7656 Bramalea Rd,Brampton,Miscellaneous Industrial,Halton-Peel,CARBON MONOXIDE,ECA/CofA/Permit Non-Compliance,2021-08-30,2021-08-30,35,ppm,4h avg,1,47,47,Action Plan Submitted - Implementing Improvements,Assessment Complete - No Action Required,
Emerald Energy from Waste Inc.,Emerald Energy from Waste,7656 Bramalea Rd,Brampton,Miscellaneous Industrial,Halton-Peel,HCL FUMES/VAPOUR,ECA/CofA/Permit Non-Compliance,2021-09-14,2021-09-15,18,ppm,24h avg,1,19,19,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Glencore Canada Corporation,Glencore Canada Corporation Sudbury Integrated Nickel Operations - Sudbury Smelter Complex,"Lot 11, Concession: 3, City of Greater Sudbury, District of Sudbury",Greater Sudbury,Metal Mining and Refining,Sudbury,SULPHUR DIOXIDE,Legislation Non-Compliance; Site Specific Standard,2021-01-01,2021-12-31,2453,µg/m³,1hr,1,2650,2650,Action Plan Submitted - Implementing Improvements; Conducting Study,Assessment Underway,Based on Air Dispersion Modeling
Glencore Canada Corporation,Glencore Canada Corporation Sudbury Integrated Nickel Operations - Sudbury Smelter Complex,"Lot 11, Concession: 3, City of Greater Sudbury, District of Sudbury",Greater Sudbury,Metal Mining and Refining,Sudbury,OPACITY,Legislation Non-Compliance,2021-02-03,2021-10-16,20, %,6min avg,5,40,60,Ceased Operations; Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Glencore Canada Corporation,Glencore Canada Corporation Sudbury Integrated Nickel Operations - Sudbury Smelter Complex,"Lot 11, Concession: 3, City of Greater Sudbury, District of Sudbury",Greater Sudbury,Metal Mining and Refining,Sudbury,COBALT,Legislation Non-Compliance,2021-04-07,2021-04-07,0.1,µg/m³,24h avg,1,0.2063,0.2063,Action Plan Submitted - Implementing Improvements,Assessment Complete - Incident Resolved,
Imperial Oil Limited,Imperial Oil - Nanticoke Refinery,225 Concession 2 Rd Lots 9 10 and 11 Concessions 1 2 and 3 Walpole,Haldimand,Petroleum Refineries,Hamilton,SULPHUR DIOXIDE,Legislation Non-Compliance,2021-04-05,2021-04-06,225,kg,24hr,1,226,6998,Operational Process Modification,Environmental Penalty Order Issued,Based on Air Dispersion Modeling
Imperial Oil Limited,Imperial Oil - Nanticoke Refinery,225 Concession 2 Rd Lots 9 10 and 11 Concessions 1 2 and 3 Walpole,Haldimand,Petroleum Refineries,Hamilton,SULPHUR DIOXIDE,Legislation Non-Compliance,2021-04-15,2021-04-16,225,kg,24hr,1,226,8820,Other,Environmental Penalty Order Issued,Based on Air Dispersion Modeling
Imperial Oil Limited,Imperial Oil - Nanticoke Refinery,225 Concession 2 Rd Lots 9 10 and 11 Concessions 1 2 and 3 Walpole,Haldimand,Petroleum Refineries,Hamilton,SULPHUR DIOXIDE,Legislation Non-Compliance,2021-09-12,2021-09-14,225,kg,24hr,1,226,12084,Operational Process Modification,Environmental Penalty Order Issued,Based on Air Dispersion Modeling
Imperial Oil Limited,Imperial Oil - Nanticoke Refinery,225 Concession 2 Rd Lots 9 10 and 11 Concessions 1 2 and 3 Walpole,Haldimand,Petroleum Refineries,Hamilton,SULPHUR DIOXIDE,Legislation Non-Compliance,2021-12-07,2021-12-09,225,kg,24hr,1,226,14336,Other,Assessment Complete - Incident Resolved,Based on Air Dispersion Modeling
Imperial Oil Limited,Imperial Oil - Nanticoke Refinery,225 Concession 2 Rd Lots 9 10 and 11 Concessions 1 2 and 3 Walpole,Haldimand,Petroleum Refineries,Hamilton,SULPHUR DIOXIDE,Legislation Non-Compliance,2021-12-11,2021-12-11,225,kg,24hr,1,226,839,Other,Assessment Complete - Incident Resolved,Based on Air Dispersion Modeling
Imperial Oil Limited,Imperial Oil Sarnia Refinery,602 Christina St S,Sarnia,Petroleum Refineries,Sarnia,SULPHUR DIOXIDE,Legislation Non-Compliance,2021-04-07,2021-04-08,225,kg,24hr,1,1200.1,1200.1,Training/Procedure Change,Environmental Penalty Order Issued,
Lafarge Canada Inc.,6501 Bath Road (Hwy 33),6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,ECA/CofA/Permit Non-Compliance,2021-12-09,2021-12-09,20, %,6min avg,1,25.3,25.3,Conducting Study; Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Lafarge Canada Inc.,Bath Cement Plant 6501 Highway 33,6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,Legislation Non-Compliance,2021-06-17,2021-06-17,20, %,6min avg,2,63,63,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Lafarge Canada Inc.,Bath Cement Plant 6501 Highway 33,6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,Legislation Non-Compliance,2021-08-18,2021-08-18,20, %,6min avg,1,40,40,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Lafarge Canada Inc.,Bath Cement Plant 6501 Highway 33,6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,Legislation Non-Compliance,2021-08-31,2021-08-31,20, %,6min avg,1,22,22,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Lafarge Canada Inc.,Bath Cement Plant 6501 Highway 33,6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,Legislation Non-Compliance,2021-09-04,2021-09-05,20, %,6min avg,2,40,40,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Lafarge Canada Inc.,Bath Cement Plant 6501 Highway 33,6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,Legislation Non-Compliance,2021-10-04,2021-10-04,20, %,6min avg,2,78,78,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Lafarge Canada Inc.,Bath Cement Plant 6501 Highway 33,6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,Legislation Non-Compliance,2021-10-11,2021-10-11,20, %,6min avg,2,44.4,44.4,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Lafarge Canada Inc.,Bath Cement Plant 6501 Highway 33,6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,Legislation Non-Compliance,2021-10-11,2021-10-11,20, %,6min avg,1,23.7,23.7,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Lafarge Canada Inc.,Bath Cement Plant 6501 Highway 33,6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,Legislation Non-Compliance,2021-10-14,2021-10-14,20, %,6min avg,1,23.9,23.9,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Lafarge Canada Inc.,Bath Cement Plant 6501 Highway 33,6501 Bath Rd Hwy 33,Loyalist,Industrial Minerals,Kingston,OPACITY,Legislation Non-Compliance,2021-10-24,2021-10-24,20, %,6min avg,2,21.4,21.4,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
