Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,0.04,mg/L,mon avg,1,0.17,0.17,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,1,mg/L,mon avg,1,7.2,7.2,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,0.14,kg/d,mon avg,1,0.16,0.16,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,7,mg/L,mon avg,1,19,19,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,ECA/CofA/Permit Non-Compliance,2021-07-01,2021-07-31,7,mg/L,mon avg,1,8,8,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-07-01,2021-07-31,0.04,mg/L,mon avg,1,0.21,0.21,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-07-01,2021-07-31,0.006,kg/d,mon avg,1,0.009,0.009,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-07-01,2021-07-31,7,mg/L,mon avg,1,20,20,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,7,mg/L,mon avg,1,9,9,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Amended Approval,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,0.006,kg/d,mon avg,1,0.0149,0.0149,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Amended Approval,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,0.04,mg/L,mon avg,1,0.45,0.45,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Amended Approval,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,0.14,kg/d,mon avg,1,0.6,0.6,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Amended Approval,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,1,mg/L,mon avg,1,18.2,18.2,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Amended Approval,Voluntary Abatement Program Underway
2039882 Ontario Limited,Shelter Cove,38 Cheapside Rd City of Nanticoke,Haldimand,Miscellaneous Communal,Hamilton,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,7,mg/L,mon avg,1,18,18,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Amended Approval,Voluntary Abatement Program Underway
Boundary Road Development Inc.,Boundary Road Distribution Centre,5225 Boundary Rd,Ottawa,Miscellaneous Communal,Ottawa,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-01-01,2021-01-31,0.1,mg/L,mon avg,1,0.13,0.13,Additional Monitoring Underway; Ceased Operations; Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - Incident Resolved
Boundary Road Development Inc.,Boundary Road Distribution Centre,5225 Boundary Rd,Ottawa,Miscellaneous Communal,Ottawa,PH - LOW,ECA/CofA/Permit Non-Compliance,2021-02-16,2021-02-16,6,pH,any,1,5.43,5.43,Operational Process Modification,Assessment Complete - Incident Resolved
Brookfield Residential (Ontario) LP,55 French Drive,55 French Dr,Mono,Miscellaneous Communal,Guelph,NITRATE (AS NITROGEN),ECA/CofA/Permit Non-Compliance,2021-01-01,2021-12-31,3,mg/L,mon avg,12,10.7,16.4,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Voluntary Abatement Program Underway
Brookfield Residential (Ontario) LP,55 French Drive,55 French Dr,Mono,Miscellaneous Communal,Guelph,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-01-01,2021-12-31,0.25,mg/L,mon avg,7,0.74,4.1,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Voluntary Abatement Program Underway
Brookfield Residential (Ontario) LP,55 French Drive,55 French Dr,Mono,Miscellaneous Communal,Guelph,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-01-01,2021-12-31,2,mg/L,mon avg,4,2.08,7.52,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Voluntary Abatement Program Underway
Brookfield Residential (Ontario) LP,55 French Drive,55 French Dr,Mono,Miscellaneous Communal,Guelph,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-01-01,2021-12-31,10,mg/L,mon avg,6,15,41,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Voluntary Abatement Program Underway
Burleigh Falls Inn & Suites Inc.,Burleigh Falls Inn & Suites ,4791 Hwy 28,North Kawartha,Miscellaneous Communal,Peterborough,PH - LOW,ECA/CofA/Permit Non-Compliance,2021-10-02,2021-10-02,6,pH,any,1,5.67,5.67,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
Camp Hermosa Incorporation,Camp Hermosa,82931 Glendale Rd,Goderich,Municipal Sewage,Owen Sound,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-10-01,2021-10-31,10,mg/L,mon avg,1,29.8,29.8,Ceased Operations,Assessment Complete - Incident Resolved
Canadian Shield Consultants Agency Inc.,Chester Mine Site,20 km southwest of Gogama off of Highway 144,Chester,Miscellaneous Communal,Timmins,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-05-01,2021-05-31,25,mg/L,mon avg,1,33.7,33.7,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - Incident Resolved
Canadian Shield Consultants Agency Inc.,Little Long Power Generating Station Work Camp,Little Long Generating Station,Kapuskasing,Miscellaneous Communal,Timmins,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,ECA/CofA/Permit Non-Compliance,2021-01-01,2021-01-31,25,mg/L,mon avg,1,39.9,39.9,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required
Canadian Shield Consultants Agency Inc.,Little Long Power Generating Station Work Camp,Little Long Generating Station,Kapuskasing,Miscellaneous Communal,Timmins,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-01-01,2021-01-31,25,mg/L,mon avg,1,30.65,30.65,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required
Canadian Shield Consultants Agency Inc.,Little Long Power Generating Station Work Camp,Little Long Generating Station,Kapuskasing,Miscellaneous Communal,Timmins,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,25,mg/L,mon avg,1,47.5,47.5,None Required,Assessment Complete - No Action Required
Canadian Shield Consultants Agency Inc.,Little Long Power Generating Station Work Camp,Little Long Generating Station,Kapuskasing,Miscellaneous Communal,Timmins,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-08-01,2021-08-31,25,mg/L,mon avg,1,29.2,29.2,Other,Assessment Underway
Canadian Shield Consultants Agency Inc.,Little Long Power Generating Station Work Camp,Little Long Generating Station,Kapuskasing,Miscellaneous Communal,Timmins,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-09-01,2021-09-30,25,mg/L,mon avg,2,47,47,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
Canadian Shield Consultants Agency Inc.,Little Long Power Generating Station Work Camp,Little Long Generating Station,Kapuskasing,Miscellaneous Communal,Timmins,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-09-01,2021-09-30,25,mg/L,mon avg,2,34.6,34.6,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
Canadian Shield Consultants Agency Inc.,Little Long Power Generating Station Work Camp,Little Long Generating Station,Kapuskasing,Miscellaneous Communal,Timmins,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,ECA/CofA/Permit Non-Compliance,2021-11-01,2021-11-30,25,mg/L,mon avg,1,50.1,50.1,Other,Assessment Underway
Canadian Shield Consultants Agency Inc.,Little Long Power Generating Station Work Camp,Little Long Generating Station,Kapuskasing,Miscellaneous Communal,Timmins,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-11-01,2021-11-30,25,mg/L,mon avg,1,35.8,35.8,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required
CANEAU Water & Sewage Operations Inc.,Seaway Travel Centre Ltd.,2690 Brookdale Ave,Cornwall,Miscellaneous Communal,Cornwall,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-08-01,2021-08-31,2,mg/L,mon avg,1,2.1,2.1,Additional Monitoring Underway,Voluntary Abatement Program Underway
CAPREIT Apartments Inc.,Suncrest Mobile Home Park,230 County Road 42,Lakeshore,Miscellaneous Communal,Windsor,ESCHERICHIA COLI,ECA/CofA/Permit Non-Compliance,2021-09-01,2021-09-30,200,CT/100mL,mon avg. on a geo. mean density,1,1243.23,1243.23,Operational Process Modification,Voluntary Abatement Program Underway
CAPREIT Apartments Inc.,Suncrest Mobile Home Park,230 County Road 42,Lakeshore,Miscellaneous Communal,Windsor,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-09-12,2021-09-16,15,mg/L,seasonal avg,2,16,26,Operational Process Modification,Voluntary Abatement Program Underway
CAPREIT Apartments Inc.,Suncrest Mobile Home Park,230 County Road 42,Lakeshore,Miscellaneous Communal,Windsor,ESCHERICHIA COLI,ECA/CofA/Permit Non-Compliance,2021-11-01,2021-11-30,200,CT/100mL,mon avg. on a geo. mean density,1,600,600,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Abatement Program Underway
CAPREIT Apartments Inc.,Suncrest Mobile Home Park,230 County Road 42,Lakeshore,Miscellaneous Communal,Windsor,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-11-08,2021-11-08,15,mg/L,/d,1,32,32,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Abatement Program Underway
CAPREIT Apartments Inc.,Sunny Creek Estates,63 Whites Rd,Quinte West,Miscellaneous Communal,Peterborough,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,15,mg/L,mon avg,1,16,16,None Required,Assessment Complete - Incident Resolved
CAPREIT Apartments Inc.,Sunny Creek Estates,63 Whites Rd,Quinte West,Miscellaneous Communal,Peterborough,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,15,mg/L,mon avg,1,16.5,16.5,Operational Process Modification,Assessment Complete - No Action Required
Cedar Rail Family Campground Inc.,Cedar Rail Camp,"Lot: 26, 27, Concession: 13",Chatsworth,Miscellaneous Communal,Owen Sound,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-08-01,2021-08-31,10,mg/L,mon avg,1,10.3,10.3,Other,Assessment Complete - No Action Required
City of Greater Sudbury,Azilda Wastewater Treatment Plant,564 St. Agnes St Azilda,Greater Sudbury,Municipal Sewage,Sudbury,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,5,mg/L,mon avg,1,5.82,5.82,Operational Process Modification,Assessment Complete - No Action Required
City of Greater Sudbury,Azilda Wastewater Treatment Plant,564 St. Agnes St Azilda,Greater Sudbury,Municipal Sewage,Sudbury,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,10,mg/L,mon avg,1,11.5,11.5,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required
City of Toronto,Highland Creek WWTP,51 Beechgrove Dr,Toronto,Municipal Sewage,Toronto,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-02-01,2021-02-28,25,mg/L,mon avg,1,26.4,26.4,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
City of Toronto,Highland Creek WWTP,51 Beechgrove Dr,Toronto,Municipal Sewage,Toronto,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-09-01,2021-09-30,25,mg/L,mon avg,1,28.8,28.8,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
ClubLink Corporation ULC,Emerald Hills Golf Club,14001 Warden Ave Lot 12 Concession 5 Stouffville,Whitchurch-Stouffville,Miscellaneous Communal,York-Durham,ESCHERICHIA COLI,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,200,mg/L,mon avg. on a geo. mean density,1,375,375,Conducting Study,Voluntary Abatement Program Underway
ClubLink Corporation ULC,Emerald Hills Golf Club,14001 Warden Ave Lot 12 Concession 5 Stouffville,Whitchurch-Stouffville,Miscellaneous Communal,York-Durham,ESCHERICHIA COLI,ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,200,CT/100mL,mon avg. on a geo. mean density,1,2206,2206,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Abatement Program Underway
Corporation of the Township of Marathon,Marathon Wastewater Treatment Plant,41 Howe St Lot 21 Concession 9,Thunder Bay,Municipal Sewage,Thunder Bay,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-01-14,2021-12-02,1,mg/L, /d,11,1.03,6.08,None Required,Assessment Complete - No Action Required
Corporation of the Township of Marathon,Marathon Wastewater Treatment Plant,41 Howe St Lot 21 Concession 9,Thunder Bay,Municipal Sewage,Thunder Bay,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-03-23,2021-03-23,15,mg/L, /d,1,16.1,16.1,None Required,Assessment Complete - No Action Required
County of Oxford,Drumbo WPCP,93 Peterson St,Blandford-Blenheim,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-07-01,2021-07-31,2.7,mg/L,mon avg,1,3.43,3.43,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
County of Oxford,Drumbo WPCP,93 Peterson St,Blandford-Blenheim,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-08-01,2021-08-31,2.7,mg/L,mon avg,1,3.85,3.85,Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required
County of Oxford,Drumbo WPCP,93 Peterson St,Blandford-Blenheim,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-08-01,2021-08-31,0.82,kg/d,mon avg,1,0.86,0.86,Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required
County of Oxford,Drumbo WPCP,93 Peterson St,Blandford-Blenheim,Municipal Sewage,London,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-08-01,2021-08-31,9.3,mg/L,mon avg,1,10,10,Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required
County of Oxford,Drumbo WPCP,93 Peterson St,Blandford-Blenheim,Municipal Sewage,London,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-10-01,2021-10-31,9.3,mg/L,mon avg,1,20.4,20.4,None Required,Assessment Complete - Incident Resolved; Assessment Complete - No Action Required
County of Oxford,Drumbo WPCP,93 Peterson St,Blandford-Blenheim,Municipal Sewage,London,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-10-01,2021-10-31,2.8,kg/d,mon avg,1,6.6,6.6,None Required,Assessment Complete - Incident Resolved; Assessment Complete - No Action Required
County of Oxford,Thamesford WWTP,and Part of Lots 8 & 9 149 Brock Street,Zorra,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-02-01,2021-02-28,5,mg/L,mon avg,1,7.54,7.54,Additional Monitoring Underway,Assessment Complete - No Action Required
County of Oxford,Thamesford WWTP,and Part of Lots 8 & 9 149 Brock Street,Zorra,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-03-01,2021-03-31,5,mg/L,mon avg,1,7.7,7.7,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
Dave and Ellen Harrington,Bay Meadows Trailer Park,153 County Road 27 Part of Lot 32 Concession 3,Prince Edward,Miscellaneous Communal,Belleville,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-22,0.1,mg/L,mon avg,2,0.12,0.2,None Required,Assessment Complete - No Action Required
Dave and Ellen Harrington,Bay Meadows Trailer Park,153 County Road 27 Part of Lot 32 Concession 3,Prince Edward; ,Miscellaneous Communal,Belleville,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-08-10,2021-08-31,0.1,mg/L,mon avg,4,0.16,0.28,Operational Process Modification,Assessment Complete - No Action Required
Georgian Villas Inc.,Cobble Beach,Owen Sound Bay along Grey County Road No. 1. Property is located on the western shore apporx. 10km north of the City of Owen Sound,Georgian Bluffs,Miscellaneous Communal,Owen Sound,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-02-01,2021-02-28,5,mg/L,mon avg,1,24.88,24.88,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - Incident Resolved
Great Dale Manor Limited,Castle Glen Development,Grey County Road 19 Lot 10 Concession 3,The Blue Mountains,Miscellaneous Communal,Owen Sound,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-05-01,2021-11-30,40,mg/L,seasonal avg,1,45.1,45.1,Other,Assessment Underway
Greely Village Centre Owners Association Inc.,Greely Village Centre Water's Edge,South of Parkway Road East of Bank Street and west of Sales Barn Road Part of Lots 73 and 74 Concession 5 RCP 902,Ottawa,Miscellaneous Communal,Ottawa,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-08-01,2021-08-31,0.1,mg/L,mon avg,1,0.13,0.13,Additional Monitoring Underway,Assessment Complete - No Action Required
Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (Thamesville) Ltd.,23250 Kent Bridge Rd 23308 Kent Bridge Road 23282 Kent Bridge Road,Chatham-Kent,Miscellaneous Communal,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-01-01,2021-01-29,0.7,mg/L,mon avg,1,0.8,0.8,Operational Process Modification,Assessment Complete - No Action Required
Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (Thamesville) Ltd.,23250 Kent Bridge Rd 23308 Kent Bridge Road 23282 Kent Bridge Road,Chatham-Kent,Miscellaneous Communal,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-02-01,2021-02-28,0.7,mg/L,mon avg,1,2.6,2.6,Operational Process Modification,Assessment Complete - No Action Required
Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (Thamesville) Ltd.,23250 Kent Bridge Rd 23308 Kent Bridge Road 23282 Kent Bridge Road,Chatham-Kent,Miscellaneous Communal,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-03-01,2021-03-31,0.7,mg/L,mon avg,1,6.1,6.1,Operational Process Modification,Assessment Complete - No Action Required
Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (Thamesville) Ltd.,23250 Kent Bridge Rd 23308 Kent Bridge Road 23282 Kent Bridge Road,Chatham-Kent,Miscellaneous Communal,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-05-01,2021-05-31,0.7,mg/L,mon avg,1,0.9,0.9,Operational Process Modification,Assessment Complete - No Action Required
Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (Thamesville) Ltd.,23250 Kent Bridge Rd 23308 Kent Bridge Road 23282 Kent Bridge Road,Chatham-Kent,Miscellaneous Communal,Windsor,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,15,mg/L,mon avg,1,301,301,Operational Process Modification,Assessment Complete - No Action Required
Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (Thamesville) Ltd.,23250 Kent Bridge Rd 23308 Kent Bridge Road 23282 Kent Bridge Road,Chatham-Kent,Miscellaneous Communal,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-06-01,2021-06-30,0.7,mg/L,mon avg,1,7.3,7.3,Operational Process Modification,Assessment Complete - No Action Required
