Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère
Parkbridge Lifestyle Communities Inc.,Shady Acres Cottage and RV Resort - 740 Serpent Mounds Road,740 Serpent Mounds Road,Otonabee-South Monaghan,Miscellaneous Communal,Peterborough,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-03-09,2020-03-09,200,CT/100 mL,any,1,3960,3960,Operational Process Modification,Assessment Underway
Parkbridge Lifestyle Communities Inc.,Shady Acres Cottage and RV Resort - 740 Serpent Mounds Road,740 Serpent Mounds Road,Otonabee-South Monaghan,Miscellaneous Communal,Peterborough,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-03-09,2020-03-23,1,mg/L,any,2,1.57,1.62,Operational Process Modification,Assessment Underway
Parkbridge Lifestyle Communities Inc.,Shady Acres Cottage and RV Resort - 740 Serpent Mounds Road,740 Serpent Mounds Road,Otonabee-South Monaghan,Miscellaneous Communal,Peterborough,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-08-04,2020-08-04,200,CT/100 mL,any,1,320,320,Operational Process Modification,Assessment Underway
Parkbridge Lifestyle Communities Inc.,Shady Acres Cottage and RV Resort - 740 Serpent Mounds Road,740 Serpent Mounds Road,Otonabee-South Monaghan,Miscellaneous Communal,Peterborough,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-08-04,2020-08-04,1,mg/L,any,1,1.05,1.05,Operational Process Modification,Assessment Underway
Parkbridge Lifestyle Communities Inc.,Shady Acres Cottage and RV Resort - 740 Serpent Mounds Road,740 Serpent Mounds Road,Otonabee-South Monaghan,Miscellaneous Communal,Peterborough,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-09-11,2020-09-23,1,mg/L,any,2,3.2,3.59,Operational Process Modification,Assessment Underway
Parkbridge Lifestyle Communities Inc.,Shady Acres Cottage and RV Resort - 740 Serpent Mounds Road,740 Serpent Mounds Road,Otonabee-South Monaghan,Miscellaneous Communal,Peterborough,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-10-07,2020-10-07,1,mg/L,any,1,1.01,1.01,Operational Process Modification,Assessment Underway
Peel District School Board,Alloa Public School,1248 Mayfield Rd W,Caledon,Miscellaneous Communal,Halton-Peel,BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,2020-08-01,2020-08-31,10,mg/L,mon avg,1,13,13,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
Peel District School Board,Alloa Public School,1248 Mayfield Rd W,Caledon,Miscellaneous Communal,Halton-Peel,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-08-01,2020-08-31,10,mg/L,mon avg,1,22,22,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-04-17,2020-05-15,3,mg/L,rolling avg,1,3.92,3.92,Operational Process Modification,Assessment Complete - No Action Required
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-04-24,2020-05-22,3,mg/L,rolling avg,1,4.38,4.38,Operational Process Modification,Assessment Complete - No Action Required
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-05-01,2020-05-29,3,mg/L,rolling avg,1,5.04,5.04,Operational Process Modification,Assessment Complete - No Action Required
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-05-08,2020-06-05,3,mg/L,rolling avg,1,5.28,5.28,Operational Process Modification,Assessment Complete - No Action Required
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-05-15,2020-06-12,3,mg/L,rolling avg,1,5.34,5.34,Operational Process Modification,Assessment Complete - No Action Required
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-05-22,2020-06-19,3,mg/L,rolling avg,1,4.53,4.53,Operational Process Modification,Assessment Complete - No Action Required
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-05-29,2020-06-26,3,mg/L,rolling avg,1,3.66,3.66,Conducting Study,Assessment Complete - No Action Required
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-06-05,2020-07-03,3,mg/L,rolling avg,1,3.42,3.42,Conducting Study,Assessment Complete - No Action Required
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-08-07,2020-09-04,3,mg/L,rolling avg,1,3.4,3.4,Conducting Study,Assessment Complete - No Action Required
PharmHouse Inc.,Heritage Farms,1122-1124 Highway 77,Leamington,Miscellaneous Communal,Windsor,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-08-14,2020-09-11,3,mg/L,rolling avg,1,3.1,3.1,Conducting Study,Assessment Complete - No Action Required
Piper's Heath Golf Club Ltd.,5501 Trafalgar Road,5501 Trafalgar Road Part of Lots 3-5 Concession 8,Milton,Miscellaneous Communal,Halton-Peel,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-01-01,2020-05-31,100,CT/100 mL,mon avg. on a geo. mean density,4,126,72000,Equipment Modified - Repaired - Replaced or Re-calibrated; Other,Assessment Complete - Incident Resolved
Piper's Heath Golf Club Ltd.,5501 Trafalgar Road,5501 Trafalgar Road Part of Lots 3-5 Concession 8,Milton,Miscellaneous Communal,Halton-Peel,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-05-01,2020-05-31,15,mg/L,mon avg,1,46,46,Equipment Modified - Repaired - Replaced or Re-calibrated; Other,Assessment Complete - Incident Resolved
Prince Edward Estates Trustee Inc.,Young's Cove Waste Water Treatment Plant,"Lot: 1, Concession: West Side of Carrying Place,  Prince Edward County",Prince Edward,Miscellaneous Communal,Peterborough,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,2020-07-01,2020-07-31,5,mg/L,mon avg,1,6,6,None Required,Assessment Complete - No Action Required
Regional Municipality of Niagara,Crystal Beach Wastewater Treatment Plant,500 Ridgeway Rd,Fort Erie,Municipal Sewage,Niagara,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-07-01,2020-07-31,1,mg/L,mon avg,1,1.19,1.19,Additional Monitoring Underway; Conducting Study; Operational Process Modification; Training/Procedure Change,Other Abatement Action Taken; Voluntary Abatement Program Underway
Regional Municipality of Niagara,Crystal Beach Wastewater Treatment Plant,500 Ridgeway Rd,Fort Erie,Municipal Sewage,Niagara,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-07-01,2020-07-31,25,mg/L,mon avg,1,32.2,32.2,Additional Monitoring Underway; Conducting Study; Operational Process Modification; Training/Procedure Change,Other Abatement Action Taken; Voluntary Abatement Program Underway
SFJ Inc.,19325 County Road 42,19325 County Road 42,Chatham-Kent,Miscellaneous Communal,Windsor,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-02-01,2020-02-29,15,mg/L,mon avg,1,16,16,Other,Other Abatement Action Taken
Skyline Utility Services Inc.,Horseshoe Resort,1101 Horseshoe Valley Rd W,Oro-Medonte,Miscellaneous Communal,Barrie,"NITROGEN, TOTAL",Approval / Permit Non-Compliance,2020-01-01,2020-12-31,10,mg/L,annual avg,1,12,12,Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; New/Modified Sampling Program Underway; Operational Process Modification,Other Abatement Action Taken; Voluntary Abatement Program Underway
St. Lawrence Parks Commission; St. Lawrence Parks Commission,Ivy Lea Campsite,649 Thousand Islands Pky,Leeds and the Thousand Islands,Miscellaneous Communal,Kingston,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-07-14,2020-10-13,200,CT/100 mL,seasonal avg,1,265,265,Action Plan Submitted - Implementing Improvements; Operational Process Modification,Assessment Complete - Incident Resolved
St. Lawrence Parks Commission; St. Lawrence Parks Commission,Ivy Lea Campsite,649 Thousand Islands Pky,Leeds and the Thousand Islands,Miscellaneous Communal,Kingston,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-07-14,2020-10-13,1,mg/L,seasonal avg,1,4.17,4.17,Action Plan Submitted - Implementing Improvements; Operational Process Modification,Assessment Complete - Incident Resolved
The Corporation of Loyalist Township,Amherstview WPCP,County Road 23,Loyalist,Municipal Sewage,Kingston,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-07-01,2020-07-31,200,CT/100 mL,mon avg. on a geo. mean density,1,352,352,None Required,Assessment Complete - No Action Required
The Corporation of Loyalist Township,Amherstview WPCP,County Road 23,Loyalist,Municipal Sewage,Kingston,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-08-01,2020-08-31,200,CT/100 mL,mon avg. on a geo. mean density,1,207,207,None Required,Assessment Complete - No Action Required
The Corporation of Norfolk County,Delhi Wastewater Treatment Facility,244 Western Ave,Norfolk,Municipal Sewage,Hamilton,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-03-01,2020-03-31,0.3,mg/L,mon avg,1,0.38,0.38,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway,Assessment Underway
The Corporation of Norfolk County,Delhi Wastewater Treatment Facility,244 Western Ave,Norfolk,Municipal Sewage,Hamilton,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-04-01,2020-04-30,0.3,mg/L,mon avg,1,0.34,0.34,Action Plan Submitted - Implementing Improvements,Assessment Underway
The Corporation of Norfolk County,Delhi Wastewater Treatment Facility,244 Western Ave,Norfolk,Municipal Sewage,Hamilton,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-09-01,2020-09-30,0.3,mg/L,mon avg,1,0.34,0.34,Action Plan Submitted - Implementing Improvements,Assessment Underway
The Corporation of the City of Clarence-Rockland,Rockland Sewage Treatment Plant,700 Industrial Rd,Clarence-Rockland,Municipal Sewage,Cornwall,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-02-01,2020-02-29,25,mg/L,mon avg,1,26.5,26.5,New Equipment or Treatment Process Installed; Operational Process Modification,Assessment Complete - No Action Required
The Corporation of the City of Greater Sudbury,Chelmsford Water Pollution Control Plant,300 Laurette St Chelmsford Lot 3 Concession 2 Geographic Township of Balfour,Greater Sudbury,Municipal Sewage,Sudbury,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-08-01,2020-08-31,0.3,mg/L,mon avg,1,0.327,0.327,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
The Corporation of the City of Guelph,Guelph Wastewater Treatment Plant,530 Wellington St W,Guelph,Municipal Sewage,Guelph,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,2020-01-01,2020-01-31,473.6,kg/d,mon avg,1,519.3,516.1,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - No Action Required
The Corporation of the City of Guelph,Guelph Wastewater Treatment Plant,530 Wellington St W,Guelph,Municipal Sewage,Guelph,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-01-01,2020-01-31,640,kg/d,mon avg,1,851.3,849.5,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - No Action Required
The Corporation of the City of Guelph,Guelph Wastewater Treatment Plant,530 Wellington St W,Guelph,Municipal Sewage,Guelph,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-01-01,2020-01-31,217.6,kg/d,mon avg,1,330.3,330.2,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - No Action Required
The Corporation of the City of Guelph,Guelph Wastewater Treatment Plant,530 Wellington St W,Guelph,Municipal Sewage,Guelph,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-01-01,2020-01-31,3.4,mg/L,mon avg,1,4.18,4.18,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - No Action Required
The Corporation of the City of Guelph,Guelph Wastewater Treatment Plant,530 Wellington St W,Guelph,Municipal Sewage,Guelph,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-03-01,2020-03-31,3.4,mg/L,mon avg,1,4.24,4.24,New/Modified Sampling Program Underway; Training/Procedure Change,Assessment Complete - Incident Resolved; Voluntary Abatement Program Underway
The Corporation of the City of Guelph,Guelph Wastewater Treatment Plant,530 Wellington St W,Guelph,Municipal Sewage,Guelph,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-03-01,2020-03-31,217.6,kg/d,mon avg,1,287.4,287.4,New/Modified Sampling Program Underway; Training/Procedure Change,Assessment Complete - Incident Resolved; Voluntary Abatement Program Underway
The Corporation of the City of Kawartha Lakes,Lindsay Water Pollution Control Plant,48 Lagoon Rd. Lindsay,Kawartha Lakes,Municipal Sewage,Peterborough,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-02-01,2020-02-29,3,mg/L,mon avg,1,5.75,5.75,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Underway
The Corporation of the City of Kawartha Lakes,Lindsay Water Pollution Control Plant,48 Lagoon Rd. Lindsay,Kawartha Lakes,Municipal Sewage,Peterborough,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-09-01,2020-09-30,1.5,mg/L,mon avg,1,2.1,2.1,Equipment Modified - Repaired - Replaced or Re-calibrated; None Required,Voluntary Abatement Program Underway
The Corporation of the City of Kawartha Lakes,Omemee Sewage Lagoon,267 Beaver Rd,Kawartha Lakes,Municipal Sewage,Peterborough,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-11-01,2020-11-30,40,mg/L,mon avg,1,40.75,40.75,None Required,Assessment Complete - No Action Required
The Corporation of the City of London,Greenway WPCP,109 Greenside Ave,London,Municipal Sewage,London,DISSOLVED OXYGEN,Approval / Permit Non-Compliance,2020-01-12,2020-01-12,5,mg/L, /d,1,3.8,3.8,None Required,Assessment Complete - Incident Resolved
The Corporation of the City of London,Greenway WPCP,109 Greenside Ave,London,Municipal Sewage,London,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-07-01,2020-07-31,200,CT/100 mL,mon avg. on a geo. mean density,1,203,203,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - Incident Resolved
The Corporation of the City of North Bay,North Bay Sewage Treatment Plant,650 Memorial Dr Lot 20 Concession D.,North Bay,Municipal Sewage,North Bay,PH - LOW,Approval / Permit Non-Compliance,2020-12-11,2020-12-11,6,pH,any,1,5.78,5.78,Operational Process Modification,Assessment Complete - Incident Resolved
The Corporation of the City of Owen Sound,Owen Sound Wastewater Treatment Plant,2050 Third Ave E,Owen Sound,Municipal Sewage,Owen Sound,Total Residual Chlorine,Approval / Permit Non-Compliance,2020-11-01,2020-11-30,0.02,mg/L,mon avg,1,0.027,0.027,None Required,Assessment Complete - No Action Required
The Corporation of the City of Quinte West,Frankford Water Pollution Control Plant,174 Trent St N Frankford,Quinte West,Municipal Sewage,Peterborough,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-01-01,2020-01-31,0.7,kg/d,mon avg,1,0.8,0.8,None Required,Voluntary Abatement Program Underway
The Corporation of the City of Quinte West,Frankford Water Pollution Control Plant,174 Trent St N Frankford,Quinte West,Municipal Sewage,Peterborough,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-01-01,2020-01-31,25,mg/L,mon avg,1,30.75,30.75,None Required,Voluntary Abatement Program Underway
The Corporation of the City of Quinte West,Frankford Water Pollution Control Plant,174 Trent St N Frankford,Quinte West,Municipal Sewage,Peterborough,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-01-01,2020-01-31,70,kg/d,mon avg,1,106,106,None Required,Voluntary Abatement Program Underway
The Corporation of the City of Temiskaming Shores,Haileybury Wastewater Treatment Plant,100 View St ,Haileybury,Municipal Sewage,North Bay,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-05-01,2020-05-31,200,CT/100 mL,mon avg. on a geo. mean density,1,2234,2234,Action Plan Submitted - Implementing Improvements; Operational Process Modification,Voluntary Abatement Program Underway
The Corporation of the City of Temiskaming Shores,Haileybury Wastewater Treatment Plant,100 View St ,Haileybury,Municipal Sewage,North Bay,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-10-01,2020-10-31,200,CT/100 mL,mon avg. on a geo. mean density,1,5237,5237,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed,Other Abatement Action Taken; Voluntary Abatement Program Underway
The Corporation of the City of Timmins,Mattagami River Water Pollution Control Plant,551 Airport Rd Lot 3 Concession 3,Timmins,Municipal Sewage,Timmins,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-04-01,2020-04-30,1,mg/L,mon avg,1,1.28,1.28,None Required,Assessment Complete - No Action Required
The Corporation of the City of Timmins,Mattagami River Water Pollution Control Plant,551 Airport Rd Lot 3 Concession 3,Timmins,Municipal Sewage,Timmins,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-04-01,2020-04-01,25,mg/L,mon avg,1,60.4,60.4,None Required,Assessment Complete - No Action Required
The Corporation of the City of Windsor,Little River Pollution Control Plant #1,9400 Little River Rd,Windsor,Municipal Sewage,Windsor,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-06-02,2020-06-02,1000,CT/100 mL,any,1,1480,1480,Other,Assessment Complete - Incident Resolved
The Corporation of the City of Windsor,Little River Pollution Control Plant #1,9400 Little River Rd,Windsor,Municipal Sewage,Windsor,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-08-10,2020-08-10,1.5,mg/L, /d,1,2.77,2.77,None Required,Assessment Complete - No Action Required
The Corporation of the City of Windsor,Little River Pollution Control Plant #2,9400 Little River Rd,Windsor,Municipal Sewage,Windsor,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-05-19,2020-05-19,1000,CT/100 mL,any,1,2100,2100,None Required,Assessment Complete - No Action Required
The Corporation of the City of Windsor,Lou Romano Water Reclamation Plant,4155 Ojibway Pky,Windsor,Municipal Sewage,Windsor,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,2020-11-01,2020-11-30,15,mg/L,mon avg,1,24.4,24.4,None Required,Assessment Complete - No Action Required
The Corporation of the City of Windsor,Lou Romano Water Reclamation Plant,4155 Ojibway Pky,Windsor,Municipal Sewage,Windsor,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,2020-11-01,2020-11-30,3270,kg/d,mon avg,1,3297,3297,None Required,Assessment Complete - No Action Required
The Corporation of the County of Brant,Cainsville Lagoons System,30 Shaver St,Brant,Municipal Sewage,Guelph,"SUSPENDED SOLIDS, TOTAL",Approval / Permit Non-Compliance,2020-12-14,2020-12-14,40,mg/L, /d,1,82,82,Action Plan Submitted - Implementing Improvements,Assessment Complete - Incident Resolved
The Corporation of the County of Oxford,Drumbo WPCP,93 Peterson St,Blandford-Blenheim,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-09-01,2020-09-30,2.7,mg/L,mon avg,1,4,4,Additional Monitoring Underway,Assessment Complete - No Action Required
The Corporation of the County of Oxford,Norwich STP,8 Sutton St,Norwich,Municipal Sewage,London,FLOW,Approval / Permit Non-Compliance,2020-01-12,2020-01-12,5260,L, /d,1,6922,6922,None Required,Assessment Complete - No Action Required
The Corporation of the County of Oxford,Norwich STP,8 Sutton St,Norwich,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-03-03,2020-03-16,8,mg/L,/d,2,9.4,10.6,Additional Monitoring Underway; None Required,Assessment Complete - Incident Resolved
The Corporation of the County of Oxford,Norwich STP,8 Sutton St,Norwich,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-03-03,2020-03-16,18.9,kg,/d,2,21.3,26.5,Additional Monitoring Underway; None Required,Assessment Complete - Incident Resolved
The Corporation of the County of Oxford,Norwich STP,8 Sutton St,Norwich,Municipal Sewage,London,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-06-01,2020-06-30,200,CT/100 mL,mon avg. on a geo. mean density,1,680,680,None Required,Assessment Complete - Incident Resolved
The Corporation of the County of Oxford,Norwich STP,8 Sutton St,Norwich,Municipal Sewage,London,ESCHERICHIA COLI,Approval / Permit Non-Compliance,2020-11-01,2020-11-30,200,CT/100 mL,mon avg. on a geo. mean density,1,316,316,None Required,Assessment Complete - No Action Required
The Corporation of the County of Oxford,Thamesford WWTP,10 Middleton Street Thamesford,Zorra,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-06-01,2020-06-30,2,mg/L,mon avg,1,2.87,2.87,None Required,Assessment Complete - No Action Required
The Corporation of the County of Renfrew,Barry's Bay Sewage Treatment Plant,107 Lakeshore Dr,Madawaska Valley,Municipal Sewage,Ottawa,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-04-01,2020-04-30,0.2,mg/L,mon avg,1,0.3,0.3,None Required,Assessment Complete - Incident Resolved; Assessment Complete - No Action Required
The Corporation of the Municipality of Arran-Elderslie,Chesley Sewage Works,"230 4th St SW, Chesley",Arran-Elderslie,Municipal Sewage,Owen Sound,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-06-01,2020-06-30,2,mg/L,mon avg,1,2.38,2.38,Operational Process Modification,Voluntary Abatement Program Underway
The Corporation of the Municipality of Arran-Elderslie,Chesley Sewage Works,"230 4th St SW, Chesley",Arran-Elderslie,Municipal Sewage,Owen Sound,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-10-01,2020-10-31,3,mg/L,mon avg,1,5.08,5.08,Operational Process Modification,Assessment Underway
The Corporation of the Municipality of Arran-Elderslie,Chesley Sewage Works,"230 4th St SW, Chesley",Arran-Elderslie,Municipal Sewage,Owen Sound,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-11-01,2020-11-30,6,mg/L,mon avg,1,7.86,7.86,Operational Process Modification,Voluntary Abatement Program Underway
The Corporation of the Municipality of Bayham,1 Chatham St,1 Chatham St,Bayham,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-04-01,2020-04-30,2,mg/L,mon avg,1,3.4,3.4,Additional Monitoring Underway; Operational Process Modification; Other,Voluntary Abatement Program Underway
The Corporation of the Municipality of Bayham,1 Chatham St,1 Chatham St,Bayham,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-04-01,2020-04-30,2.16,kg/d,mon avg,1,2.97,2.97,Additional Monitoring Underway; Operational Process Modification; Other,Voluntary Abatement Program Underway
The Corporation of the Municipality of Bayham,1 Chatham St,1 Chatham St,Bayham,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-05-01,2020-05-31,2,mg/L,mon avg,1,4.17,4.17,Additional Monitoring Underway; Operational Process Modification; Other,Voluntary Abatement Program Underway
The Corporation of the Municipality of Bayham,1 Chatham St,1 Chatham St,Bayham,Municipal Sewage,London,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-05-01,2020-05-31,2.16,kg/d,mon avg,1,3.17,3.17,Additional Monitoring Underway; Operational Process Modification; Other,Voluntary Abatement Program Underway
The Corporation of the Municipality of Brighton,Brighton Lagoon,100 County Road 64,Brighton,Municipal Sewage,Peterborough,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-06-01,2020-06-30,14,mg/L,mon avg,1,20.4,20.4,New/Amended Approval; Operational Process Modification,Program Approval Issued; Provincial Officer's Order Issued
The Corporation of the Municipality of Brighton,Brighton Lagoon,100 County Road 64,Brighton,Municipal Sewage,Peterborough,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-07-01,2020-07-31,14,mg/L,mon avg,1,21.43,21.43,Equipment Modified - Repaired - Replaced or Re-calibrated; New/Amended Approval; Operational Process Modification,Other Abatement Action Taken; Program Approval Issued; Provincial Officer's Order Issued
The Corporation of the Municipality of Brighton,Brighton Lagoon,100 County Road 64,Brighton,Municipal Sewage,Peterborough,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,2020-08-01,2020-08-31,14,mg/L,mon avg,1,17.88,17.88,New/Amended Approval; Operational Process Modification,Program Approval Issued; Provincial Officer's Order Issued
The Corporation of the Municipality of Chatham-Kent,Chatham Water Pollution Control Plant,100 Irwin St,Chatham-Kent,Municipal Sewage,Windsor,Total Residual Chlorine,Approval / Permit Non-Compliance,2020-06-01,2020-06-30,0.01,mg/L,mon avg,1,0.02,0.02,Operational Process Modification,Assessment Complete - No Action Required
The Corporation of the Municipality of Chatham-Kent,Merlin PV Lagoon,176 Aberdeen Street,Chatham-Kent,Municipal Sewage,Windsor,"PHOSPHORUS, TOTAL",Policy/Guideline Non-Conformance,2020-04-27,2020-05-07,1,mg/L,seasonal avg,1,1.16,1.16,Operational Process Modification; Training/Procedure Change,Assessment Complete - No Action Required
The Corporation of the Municipality of Chatham-Kent,Tilbury Wastewater Treatment Plant,"Lot 20 & 21, Concession 3",Lakeshore,Municipal Sewage,Windsor,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-01-01,2020-01-31,0.5,mg/L,mon avg,1,0.71,0.71,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Operational Process Modification,Voluntary Abatement Program Underway
The Corporation of the Municipality of Chatham-Kent,Tilbury Wastewater Treatment Plant,"Lot 20 & 21, Concession 3",Lakeshore,Municipal Sewage,Windsor,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-02-01,2020-02-29,0.5,mg/L,mon avg,1,1.55,1.55,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Operational Process Modification,Voluntary Abatement Program Underway
The Corporation of the Municipality of Chatham-Kent,Tilbury Wastewater Treatment Plant,"Lot 20 & 21, Concession 3",Lakeshore,Municipal Sewage,Windsor,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,2020-03-01,2020-03-31,0.5,mg/L,mon avg,1,0.98,0.98,Action Plan Submitted - Implementing Improvements; Conducting Study; Operational Process Modification,Voluntary Abatement Program Underway
