Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,09/01/2023,09/30/2023,25,mg/L,/mon,1,26.16,26.16,New Equipment or Treatment Process Installed,Event Resolved
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,02/15/2023,02/15/2023,0,acute toxicity,any,1,1,1,Conducting Study,Assessment Underway
STELLA-JONES INC.,Stella-Jones Inc. - Stouffville,"1 RAM FOREST RD, WHITCHURCH-STOUFFVILLE, ON L0H 1G0",WHITCHURCH-STOUFFVILLE,Miscellaneous Industrial,York Durham District Office,COPPER,Approval/Permit Non-Compliance,04/21/2023,04/21/2023,53,µg/L,"bimonthly, during discharge",1,630,630,Conducting Study,Voluntary Compliance Underway
STELLA-JONES INC.,Stella-Jones Inc. - Stouffville,"1 RAM FOREST RD, WHITCHURCH-STOUFFVILLE, ON L0H 1G0",WHITCHURCH-STOUFFVILLE,Miscellaneous Industrial,York Durham District Office,COPPER,Approval/Permit Non-Compliance,06/20/2023,06/20/2023,53,µg/L,"bimonthly, during discharge",1,350,350,Conducting Study,Voluntary Compliance Underway
STELLA-JONES INC.,Stella-Jones Inc. - Stouffville,"1 RAM FOREST RD, WHITCHURCH-STOUFFVILLE, ON L0H 1G0",WHITCHURCH-STOUFFVILLE,Miscellaneous Industrial,York Durham District Office,COPPER,Approval/Permit Non-Compliance,08/25/2023,08/25/2023,53,µg/L,"bimonthly, during discharge",1,470,470,Conducting Study,Voluntary Compliance Underway
STELLA-JONES INC.,Stella-Jones Inc. - Stouffville,"1 RAM FOREST RD, WHITCHURCH-STOUFFVILLE, ON L0H 1G0",WHITCHURCH-STOUFFVILLE,Miscellaneous Industrial,York Durham District Office,COPPER,Approval/Permit Non-Compliance,10/06/2023,10/06/2023,53,µg/L,"bimonthly, during discharge",1,620,620,Conducting Study,Voluntary Compliance Underway
STELLA-JONES INC.,Stella-Jones Inc. - Stouffville,"1 RAM FOREST RD, WHITCHURCH-STOUFFVILLE, ON L0H 1G0",WHITCHURCH-STOUFFVILLE,Miscellaneous Industrial,York Durham District Office,COPPER,Approval/Permit Non-Compliance,12/12/2023,12/12/2023,53,µg/L,"bimonthly, during discharge",1,1820,1820,Conducting Study,Voluntary Compliance Underway
STELLA-JONES INC.,Stella-Jones Inc. - Stouffville,"1 RAM FOREST RD, WHITCHURCH-STOUFFVILLE, ON L0H 1G0",WHITCHURCH-STOUFFVILLE,Miscellaneous Industrial,York Durham District Office,COPPER,Approval/Permit Non-Compliance,02/16/2023,02/16/2023,53,µg/L,"bimonthly, during discharge",1,1000,1000,Operational Process Modified,Assessment Underway
STELLA-JONES INC.,Stella-Jones Inc. - Stouffville,"1 RAM FOREST RD, WHITCHURCH-STOUFFVILLE, ON L0H 1G0",WHITCHURCH-STOUFFVILLE,Miscellaneous Industrial,York Durham District Office,COPPER,Approval/Permit Non-Compliance,02/16/2023,02/16/2023,53,µg/L,"bimonthly, during discharge",1,1100,1100,Operational Process Modified,Assessment Underway
ALGOMA TUBES INC.,Tenaris Algoma Tubes,"547 WALLACE TERR, SAULT STE. MARIE, ON P6C 1L9",SAULT STE. MARIE,Iron and Steel,Sault Ste. Marie Area Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,02/27/2023,02/27/2023,0,acute toxicity,any,1,1,1,Conducting Study,Penalty Order
ALGOMA TUBES INC.,Tenaris Algoma Tubes,"547 WALLACE TERR, SAULT STE. MARIE, ON P6C 1L9",SAULT STE. MARIE,Iron and Steel,Sault Ste. Marie Area Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,05/23/2023,05/23/2023,0,acute toxicity,any,1,1,1,Conducting Study,Penalty Order
ALGOMA TUBES INC.,Tenaris Algoma Tubes,"547 WALLACE TERR, SAULT STE. MARIE, ON P6C 1L9",SAULT STE. MARIE,Iron and Steel,Sault Ste. Marie Area Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,07/27/2023,07/27/2023,0,acute toxicity,any,1,1,1,Conducting Study,Penalty Order
ALGOMA TUBES INC.,Tenaris Algoma Tubes,"547 WALLACE TERR, SAULT STE. MARIE, ON P6C 1L9",SAULT STE. MARIE,Iron and Steel,Sault Ste. Marie Area Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,10/17/2023,10/17/2023,0,acute toxicity,any,1,1,1,Conducting Study,Penalty Order
ALGOMA TUBES INC.,Tenaris Algoma Tubes,"547 WALLACE TERR, SAULT STE. MARIE, ON P6C 1L9",SAULT STE. MARIE,Iron and Steel,Sault Ste. Marie Area Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,11/22/2023,11/22/2023,0,acute toxicity,any,1,1,1,Conducting Study,Penalty Order
ALGOMA TUBES INC.,Tenaris Algoma Tubes,"547 WALLACE TERR, SAULT STE. MARIE, ON P6C 1L9",SAULT STE. MARIE,Iron and Steel,Sault Ste. Marie Area Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,12/18/2023,12/18/2023,0,acute toxicity,any,1,1,1,Additional Monitoring Underway,Penalty Order
The Green Organic Dutchman LTD.,The Green Organic Dutchman Ltd.,"1915 JERSEYVILLE RD W, HAMILTON, ON L0R 1R0",HAMILTON,Miscellaneous Industrial,Hamilton District Office,SULPHATE,Approval/Permit Non-Compliance,01/04/2023,01/04/2023,200,mg/L,4 mon rolling avg,1,239.75,239.75,Action Plan Submitted - Implementing Improvements,Assessment Complete - No action required
The Green Organic Dutchman LTD.,The Green Organic Dutchman Ltd.,"1915 JERSEYVILLE RD W, HAMILTON, ON L0R 1R0",HAMILTON,Miscellaneous Industrial,Hamilton District Office,"SUSPENDED SOLIDS, TOTAL",Legislation Non-Compliance,02/28/2023,02/28/2023,60,mg/L,4 mon rolling avg,1,155.9,155.9,Action Plan Submitted - Implementing Improvements,Assessment Complete - No action required
The Green Organic Dutchman LTD.,The Green Organic Dutchman Ltd.,"1915 JERSEYVILLE RD W, HAMILTON, ON L0R 1R0",HAMILTON,Miscellaneous Industrial,Hamilton District Office,SULPHATE,Approval/Permit Non-Compliance,02/28/2023,02/28/2023,200,mg/L,4 mon rolling avg,1,202,202,Action Plan Submitted - Implementing Improvements,Assessment Complete - No action required
The Green Organic Dutchman LTD.,The Green Organic Dutchman Ltd.,"1915 JERSEYVILLE RD W, HAMILTON, ON L0R 1R0",HAMILTON,Miscellaneous Industrial,Hamilton District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,03/31/2023,03/31/2023,60,mg/L,4 mon rolling avg,1,137.01,137.01,Additional Monitoring Underway,Assessment Complete - No action required
The Green Organic Dutchman LTD.,The Green Organic Dutchman Ltd.,"1915 JERSEYVILLE RD W, HAMILTON, ON L0R 1R0",HAMILTON,Miscellaneous Industrial,Hamilton District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,04/30/2023,04/30/2023,60,mg/L,4 mon rolling avg,1,137.4,137.4,Additional Monitoring Underway,Assessment Complete - No action required
The Green Organic Dutchman LTD.,The Green Organic Dutchman Ltd.,"1915 JERSEYVILLE RD W, HAMILTON, ON L0R 1R0",HAMILTON,Miscellaneous Industrial,Hamilton District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,05/31/2023,05/31/2023,60,mg/L,4 mon rolling avg,1,118.1,118.1,Additional Monitoring Underway,Assessment Complete - No action required
TORONTO PORT AUTHORITY,Toronto Port Authority - 8 Unwin Ave,"8 UNWIN AVE, TORONTO, ON M5A 1A1",TORONTO,Miscellaneous Industrial,Toronto District Office,ESCHERICHIA COLI,Approval/Permit Non-Compliance,10/01/2023,10/31/2023,200,CT/100mL,/mon,1,708,708,Operational Process Modified,Event Resolved
TORONTO PORT AUTHORITY,Toronto Port Authority - 8 Unwin Ave,"8 UNWIN AVE, TORONTO, ON M5A 1A1",TORONTO,Miscellaneous Industrial,Toronto District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,12/01/2023,12/31/2023,25,mg/L,/mon,1,33.7,33.7,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
TORONTO PORT AUTHORITY,Toronto Port Authority - 8 Unwin Ave,"8 UNWIN AVE, TORONTO, ON M5A 1A1",TORONTO,Miscellaneous Industrial,Toronto District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,12/01/2023,12/31/2023,3,mg/L,/mon,1,9.7,9.7,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
TRANSALTA (SC) L.P.,TransAlta Sarnia Regional Cogeneration Plant (SRCP),"1475 VIDAL ST S, SARNIA, ON N7T 8H1",SARNIA,Electric Power Generation,Sarnia District Office,ZINC,Approval/Permit Non-Compliance,11/14/2023,11/14/2023,1,mg/L,/day,1,1.9,1.9,Operational Process Modified,Event Resolved
VALE CANADA LIMITED,Vale - Copper Cliff Copper Refinery,"487 POWER ST, COPPER CLIFF, GREATER SUDBURY, ON P0M 1N0",GREATER SUDBURY,Metal Mining and Refining,Sudbury District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,08/01/2023,08/31/2023,15,mg/L,/mon,1,29.4,29.4,Operational Process Modified,Event Resolved
VALE CANADA LIMITED,Vale - Copper Cliff Copper Refinery,"487 POWER ST, COPPER CLIFF, GREATER SUDBURY, ON P0M 1N0",GREATER SUDBURY,Metal Mining and Refining,Sudbury District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,08/08/2023,08/09/2023,30,mg/L,/day,1,140,140,Operational Process Modified,Event Resolved
VALE CANADA LIMITED,Vale - Copper Cliff Copper Refinery,"487 POWER ST, COPPER CLIFF, GREATER SUDBURY, ON P0M 1N0",GREATER SUDBURY,Metal Mining and Refining,Sudbury District Office,PH - HIGH,Approval/Permit Non-Compliance,12/18/2023,12/18/2023,9.5,pH,/day,1,9.6,9.6,Operational Process Modified,Event Resolved
VERBIO DIESEL CANADA,Verbio Diesel Canada,"1 ST. CLAIR DR, WELLAND, ON ",WELLAND,Organic Chemicals Manufacturing,Niagara District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,04/01/2023,04/01/2023,25,ppm,/mon,1,45.25,45.25,Additional Monitoring Underway,Assessment Underway
VERBIO DIESEL CANADA,Verbio Diesel Canada,"1 ST. CLAIR DR, WELLAND, ON ",WELLAND,Organic Chemicals Manufacturing,Niagara District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,02/09/2023,02/09/2023,25,mg/L,/mon,1,1249,1249,Additional Monitoring Underway,Voluntary Compliance Underway
VERBIO DIESEL CANADA,Verbio Diesel Canada,"1 ST. CLAIR DR, WELLAND, ON ",WELLAND,Organic Chemicals Manufacturing,Niagara District Office,OIL AND GREASE,Approval/Permit Non-Compliance,02/09/2023,02/09/2023,15,mg/L,/mon,1,16.2,16.2,Additional Monitoring Underway,Voluntary Compliance Underway
VERTEX ENVIRONMENTAL INC.,"Vertex Environmental Inc. - 40 McBrine Dr, Kitchener","40 MCBRINE DR, KITCHENER, ON N2R 1E7",KITCHENER,Miscellaneous Industrial,Guelph District Office,IRON (TOTAL),Approval/Permit Non-Compliance,04/28/2023,04/28/2023,300,µg/L,/day,1,689,689,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required
WALKER AGGREGATES INC.,Walker Aggregates Inc. Severn Pines Quarry,"2646 NICHOLS LINE, SEVERN, ON P0E 1N0",SEVERN,Industrial Minerals,Barrie District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,06/01/2023,06/30/2023,25,mg/L,mon avg,1,29,29,Resolved w/o Actions Required,Addressed w/o Intervention
WALKER AGGREGATES INC.,Walker Aggregates Inc. Severn Pines Quarry,"2646 NICHOLS LINE, SEVERN, ON P0E 1N0",SEVERN,Industrial Minerals,Barrie District Office,UNIONIZED AMMONIA,Approval/Permit Non-Compliance,07/01/2023,07/31/2023,0.02,mg/L,mon avg,1,0.032,0.032,Resolved w/o Actions Required,Addressed w/o Intervention
WASHINGTON MILLS ELECTRO MINERALS CORPORATION,Washington Mills Electro Minerals Corporation,"7780 STANLEY AVE, NIAGARA FALLS, ON L2E 6X8",NIAGARA FALLS,Industrial Minerals,Niagara District Office,OIL AND GREASE,Approval/Permit Non-Compliance,03/27/2023,03/27/2023,1,mg/L,/quarter,1,2,2,Conducting Study,Voluntary Compliance Underway
ALAMOS GOLD INC.,Young-Davidson Mine,"HIGHWAY 556, UNORGANIZED, ON ",UNORGANIZED,Metal Mining and Refining,Timmins District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,06/14/2023,06/14/2023,30,mg/L,/day,1,52,52,Conducting Study,Event Resolved
ALAMOS GOLD INC.,Young-Davidson Mine,"HIGHWAY 556, UNORGANIZED, ON ",UNORGANIZED,Metal Mining and Refining,Timmins District Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,10/15/2023,10/15/2023,0,acute toxicity,/mon,1,1,1,Additional Monitoring Underway,Provincial Officer’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,03/13/2023,03/13/2023,2,mg/L,Thrice Weekly,1,27,27,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,NICKEL,Approval/Permit Non-Compliance,03/13/2023,03/13/2023,0.2,mg/L,Thrice Weekly,1,0.22,0.22,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,ZINC,Approval/Permit Non-Compliance,03/13/2023,03/13/2023,0.2,mg/L,Thrice Weekly,1,0.28,0.28,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,03/14/2023,03/15/2023,9, pH,daily,2,10.1,10.3,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,03/16/2023,03/19/2023,9, pH,daily,4,9.1,10,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,03/17/2023,03/20/2023,2, mg/L,Thrice weekly,2,11,12,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,03/22/2023,03/22/2023,30,mg/L,Thrice weekly,1,38.8,38.8,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,03/22/2023,03/22/2023,2,mg/L,Thrice weekly,1,8.4,8.4,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,03/27/2023,03/27/2023,2,mg/L,Thrice weekly,1,2.2,2.2,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,03/29/2023,04/01/2023,9, mg/L,daily,4,9.6,10.1,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,03/31/2023,03/31/2023,15,mg/L,mon avg,1,59.3,59.3,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,03/31/2023,03/31/2023,1,mg/L,mon avg,1,12.5,12.5,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,NICKEL,Approval/Permit Non-Compliance,03/31/2023,03/31/2023,0.1,mg/L,mon avg,1,0.13,0.13,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,ZINC,Approval/Permit Non-Compliance,03/31/2023,03/31/2023,0.1,mg/L,mon avg,1,0.16,0.16,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,04/17/2023,04/17/2023,6,pH,daily,1,5.5,5.5,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,04/18/2023,04/21/2023,6, pH,daily,4,5.3,5.9,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,04/20/2023,04/20/2023,9,pH,daily,1,9.6,9.6,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,04/22/2023,04/22/2023,6,pH,daily,1,5.4,5.4,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,04/23/2023,04/30/2023,6, pH,daily,3,4.9,5.1,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,05/01/2023,05/05/2023,6, pH,daily,4,3.9,5.8,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,Acute Lethality - Rainbow Trout,Approval/Permit Non-Compliance,05/03/2023,05/03/2023,0,acute toxicity,mon,1,1,1,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,05/03/2023,05/03/2023,0,acute toxicity,mon,1,1,1,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,05/05/2023,05/06/2023,9, pH,daily,2,9.3,9.4,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,05/10/2023,05/10/2023,0,acute toxicity,mon,1,1,1,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,Acute Lethality - Rainbow Trout,Approval/Permit Non-Compliance,05/10/2023,05/10/2023,0,acute toxicity,mon,1,1,1,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,05/21/2023,05/22/2023,6, pH,daily,2,5.4,5.9,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,06/01/2023,06/01/2023,6,pH,daily,1,5.9,5.9,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,06/01/2023,06/03/2023,9, pH,daily,3,9.2,9.8,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,Acute Lethality - DAPHNIA MAGNA,Approval/Permit Non-Compliance,06/07/2023,06/07/2023,0,acute toxicity,mon,1,1,1,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,06/09/2023,06/09/2023,9,pH,daily,1,9,9,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,06/09/2023,06/09/2023,6,pH,daily,1,5.7,5.7,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,06/10/2023,06/10/2023,9,pH,daily,1,9.3,9.3,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,06/11/2023,06/11/2023,9,pH,daily,1,9.2,9.2,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,06/13/2023,06/13/2023,9,pH,daily,1,11,11,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,06/13/2023,06/13/2023,6,pH,daily,1,5.4,5.4,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,06/14/2023,06/14/2023,6,pH,daily,1,5.1,5.1,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,06/15/2023,06/15/2023,9,pH,daily,1,10.1,10.1,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - LOW,Approval/Permit Non-Compliance,06/15/2023,06/15/2023,6,pH,daily,1,4.9,4.9,Additional Monitoring Underway,Director’s Order
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay Area Office,PH - HIGH,Approval/Permit Non-Compliance,06/16/2023,06/16/2023,9,pH,daily,1,10.1,10.1,Additional Monitoring Underway,Director’s Order
