Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère
MAGRIS TALC CANADA INC.,Magris Talc - Penhorwood Mine and Mill,"1 PENHORWOOD MINE RD, TIMMINS, ON P9N 7J5",TIMMINS,Metal Mining and Refining,Timmins District Office,PHOSPHORUS; TOTAL,Legislation Non-Compliance,08/01/2023,08/31/2023,0.03,mg/L,/mon,1,0.06,0.06,Action Plan Submitted,Voluntary Compliance Underway
MAGRIS TALC CANADA INC.,Magris Talc - Penhorwood Mine and Mill,"1 PENHORWOOD MINE RD, TIMMINS, ON P9N 7J5",TIMMINS,Metal Mining and Refining,Timmins District Office,ARSENIC,Legislation Non-Compliance,08/01/2023,08/31/2023,0.005,mg/L,/mon,1,0.01,0.01,Action Plan Submitted,Voluntary Compliance Underway
MAGRIS TALC CANADA INC.,Magris Talc - Penhorwood Mine and Mill,"1 PENHORWOOD MINE RD, TIMMINS, ON P9N 7J5",TIMMINS,Metal Mining and Refining,Timmins District Office,ARSENIC,Approval/Permit Non-Compliance,09/01/2023,09/30/2023,0.005,mg/L,/mon,1,0.009,0.009,Action Plan Submitted,Voluntary Compliance Underway
MAGRIS TALC CANADA INC.,Magris Talc - Penhorwood Mine and Mill,"1 PENHORWOOD MINE RD, TIMMINS, ON P9N 7J5",TIMMINS,Metal Mining and Refining,Timmins District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,09/01/2023,09/30/2023,0.03,mg/L,/mon,1,0.06,0.06,Action Plan Submitted,Voluntary Compliance Underway
MAGRIS TALC CANADA INC.,Magris Talc - Penhorwood Mine and Mill,"1 PENHORWOOD MINE RD, TIMMINS, ON P9N 7J5",TIMMINS,Metal Mining and Refining,Timmins District Office,ARSENIC,Approval/Permit Non-Compliance,10/01/2023,10/31/2023,0.005,mg/L,/mon,1,0.00598,0.00598,Action Plan Submitted,Voluntary Compliance Underway
MAGRIS TALC CANADA INC.,Magris Talc - Penhorwood Mine and Mill,"1 PENHORWOOD MINE RD, TIMMINS, ON P9N 7J5",TIMMINS,Metal Mining and Refining,Timmins District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,10/01/2023,10/31/2023,0.03,mg/L,/mon,1,0.0462,0.0462,Action Plan Submitted,Voluntary Compliance Underway
MAGRIS TALC CANADA INC.,Magris Talc - Penhorwood Mine and Mill,"1 PENHORWOOD MINE RD, TIMMINS, ON P9N 7J5",TIMMINS,Metal Mining and Refining,Timmins District Office,ARSENIC,Approval/Permit Non-Compliance,12/01/2023,12/31/2023,0.005,mg/L,/mon,1,0.0076,0.0076,Action Plan Submitted,Voluntary Compliance Underway
MAGRIS TALC CANADA INC.,Magris Talc - Penhorwood Mine and Mill,"1 PENHORWOOD MINE RD, TIMMINS, ON P9N 7J5",TIMMINS,Metal Mining and Refining,Timmins District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,12/01/2023,12/31/2023,0.03,mg/L,/mon,1,0.063,0.063,Action Plan Submitted,Voluntary Compliance Underway
SUMMIT REIT,Maple Leaf Foods Inc - Puslinch Distribution Centre,"7474 MCLEAN RD, PUSLINCH, ON N1H 6H9",PUSLINCH,Miscellaneous Industrial,Guelph District Office,NITROGEN; TOTAL,Approval/Permit Non-Compliance,09/01/2023,11/30/2023,5,mg/L,mon avg,3,9.4,11.2,Additional Monitoring Underway,Assessment Complete - No Action Required
NEWMONT GOLDCORP,McIntyre Mine Site,"LOT:7,8, CONCESSION:3,4, GEOTOWNSHIP:TISDALE, TIMMINS, ON ",TIMMINS,Metal Mining and Refining,Timmins District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,04/13/2023,04/13/2023,30,mg/L,/week,1,79,79,Action Plan Submitted,Event Resolved
NEWMONT GOLDCORP,McIntyre Mine Site,"LOT:7,8, CONCESSION:3,4, GEOTOWNSHIP:TISDALE, TIMMINS, ON ",TIMMINS,Metal Mining and Refining,Timmins District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,04/01/2023,04/30/2023,15,mg/L,/mon,1,20.34,20.34,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,01/01/2023,01/31/2023,15,mg/L,2 month avg,1,56.7,56.7,Conducting Study,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,PHENOL,Approval/Permit Non-Compliance,01/01/2023,01/31/2023,0.008,mg/L,/mon,1,0.009,0.009,Additional Monitoring Underway,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,01/01/2023,01/31/2023,5.5,mg/L,/mon,1,6.85,6.85,Additional Monitoring Underway,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,01/01/2023,01/31/2023,15,mg/L,/mon,1,24,24,Additional Monitoring Underway,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,PHENOL,Approval/Permit Non-Compliance,01/01/2023,01/23/2023,0.008,mg/L,mon avg,1,0.017,0.017,Conducting Study,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,01/01/2023,01/23/2023,5.5,mg/L,mon avg,1,16.98,16.98,Conducting Study,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,02/01/2023,02/28/2023,15,mg/L,/mon,1,25.8,25.8,Additional Monitoring Underway,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,04/01/2023,04/30/2023,2, mg/L,mon avg,1,2.1,60,Additional Monitoring Underway,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,07/01/2023,08/31/2023,5.5, mg/L,2 month avg,2,7.51,8.8,Additional Monitoring Underway,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,07/01/2023,08/31/2023,15, mg/L,2 month avg,2,25.2,28,Additional Monitoring Underway,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,09/01/2023,09/30/2023,15,mg/L,/mon,1,50,50,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,10/01/2023,10/31/2023,15,mg/L,/mon,1,148,148,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,11/01/2023,11/30/2023,0.5,mg/L,/mon,1,0.55,0.55,Additional Monitoring Underway,Event Resolved
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,11/01/2023,11/30/2023,5.5,mg/L,/mon,1,22.9,22.9,Additional Monitoring Underway,Event Resolved
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,12/01/2023,12/31/2023,0.5,mg/L,/mon,1,0.61,0.61,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,IRON (TOTAL),Approval/Permit Non-Compliance,12/01/2023,12/31/2023,5.5,mg/L,/mon,1,19.3,19.3,Additional Monitoring Underway,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,12/01/2023,12/31/2023,15,mg/L,/mon,1,58.8,58.8,Additional Monitoring Underway,Addressed w/o Intervention
NORTH BAY,Merrick Landfill Site,"LOT:10,11,12, CONCESSION:4,5, GEOTOWNSHIP:MERRICK, NORTH BAY, ON ",NORTH BAY,Miscellaneous Industrial,North Bay Area Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,12/01/2023,12/31/2023,2,mg/L,/mon,1,5.69,5.69,Additional Monitoring Underway,Addressed w/o Intervention
MILO  FOOD & AGRICULTURAL INFRASTRUCTURE & SERVICES INC.,Milo - Food & Agricultural Infrastructure & Services Inc.,"303 MILO RD, WHEATLEY, CHATHAM-KENT, ON N0P 2P0",CHATHAM-KENT,Miscellaneous Industrial,Windsor Area Office,ESCHERICHIA COLI,Approval/Permit Non-Compliance,08/01/2023,12/31/2023,200,CT/100mL,mon avg,3,279,3418,Operational Process Modified,Assessment Underway
CRH CANADA GROUP INC.,Mississauga Cement Plant (Ash Grove),"2391 LAKESHORE RD W, MISSISSAUGA, ON ",MISSISSAUGA,Industrial Minerals,Halton-Peel District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,02/01/2023,06/30/2023,25,mg/L,/mon,5,27.8,54.2,Other,Other Action Taken
CRH CANADA GROUP INC.,Mississauga Cement Plant (Ash Grove),"2391 LAKESHORE RD W, MISSISSAUGA, ON ",MISSISSAUGA,Industrial Minerals,Halton-Peel District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,02/28/2023,06/27/2023,50,mg/L,/day,6,65.6,104.2,Other,Other Action Taken
MUCCI FARMS LTD.,Mucci Farms Ltd.,"1876 SEACLIFF DR, KINGSVILLE, ON N9Y 2N1",KINGSVILLE,Miscellaneous Industrial,Windsor Area Office,COPPER,Approval/Permit Non-Compliance,02/06/2023,02/06/2023,0.02,mg/L,4 mon rolling avg,1,0.0401,0.0401,Other,Other Action Taken
NEW GOLD INC.,New Gold Mine,"24 MARR RD, CHAPPLE, ON P0W 1A0",CHAPPLE,Metal Mining and Refining,Kenora Area Office,ZINC,Approval/Permit Non-Compliance,10/20/2023,10/24/2023,0.007,mg/L,/week,1,0.0236,0.0236,Operational Process Modified,Other Action Taken
NEW GOLD INC.,New Gold Mine,"24 MARR RD, CHAPPLE, ON P0W 1A0",CHAPPLE,Metal Mining and Refining,Kenora Area Office,COPPER,Approval/Permit Non-Compliance,10/20/2023,10/24/2023,0.004,mg/L,/week,1,0.00578,0.00578,Operational Process Modified,Other Action Taken
NEWMONT GOLDCORP,Newmont Borden Gold Mine,"LOT:12, CONCESSION:2, GEOTOWNSHIP:BORDEN, CHAPLEAU, ON P0M 1K0",CHAPLEAU,Metal Mining and Refining,Sault Ste. Marie Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,10/25/2023,10/25/2023,30,mg/L,/day,1,103,103,Operational Process Modified,Addressed w/o Intervention
NEWMONT GOLDCORP,Newmont Borden Gold Mine,"LOT:12, CONCESSION:2, GEOTOWNSHIP:BORDEN, CHAPLEAU, ON P0M 1K0",CHAPLEAU,Metal Mining and Refining,Sault Ste. Marie Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,07/01/2023,07/31/2023,15,mg/L,/mon,1,33.05,33.05,Operational Process Modified,Addressed w/o Intervention
NEWMONT GOLDCORP,Newmont Borden Gold Mine,"LOT:12, CONCESSION:2, GEOTOWNSHIP:BORDEN, CHAPLEAU, ON P0M 1K0",CHAPLEAU,Metal Mining and Refining,Sault Ste. Marie Area Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,07/24/2023,07/24/2023,30,mg/L,/day,1,377,377,Operational Process Modified,Event Resolved
NOVA CHEMICALS CORPORATION,NOVA Chemicals Corporation - Corunna,"785 PETROLIA LINE, ST. CLAIR, ON N0N 1G0",ST. CLAIR,Organic Chemicals Manufacturing,Sarnia District Office,TEMPERATURE,Approval/Permit Non-Compliance,01/10/2023,02/09/2023,10,°C,/day,25,11,15,New/Amended Approval,Assessment Underway
NOVA CHEMICALS CORPORATION,NOVA Chemicals Corporation - Corunna,"785 PETROLIA LINE, ST. CLAIR, ON N0N 1G0",ST. CLAIR,Organic Chemicals Manufacturing,Sarnia District Office,DISSOLVED ORGANIC CARBON,Approval/Permit Non-Compliance,02/01/2023,02/01/2023,436,kg/d,/day,1,458.5,458.5,Other,Assessment Underway
NOVA CHEMICALS CORPORATION,NOVA Chemicals Corporation - Corunna,"785 PETROLIA LINE, ST. CLAIR, ON N0N 1G0",ST. CLAIR,Organic Chemicals Manufacturing,Sarnia District Office,PHENOL,Approval/Permit Non-Compliance,03/27/2023,03/27/2023,0.57,kg/d,/day,1,1.65,1.65,New/Modified Sampling Program,Penalty Order
NOVA CHEMICALS CORPORATION,NOVA Chemicals Corporation - Corunna,"785 PETROLIA LINE, ST. CLAIR, ON N0N 1G0",ST. CLAIR,Organic Chemicals Manufacturing,Sarnia District Office,TEMPERATURE,Approval/Permit Non-Compliance,02/10/2023,03/21/2023,10,°C,/day,36,11,15,Action Plan Submitted,Assessment Underway
NOVA CHEMICALS CORPORATION,NOVA Chemicals Corporation - Corunna,"785 PETROLIA LINE, ST. CLAIR, ON N0N 1G0",ST. CLAIR,Organic Chemicals Manufacturing,Sarnia District Office,TEMPERATURE,Approval/Permit Non-Compliance,03/22/2023,06/07/2023,10,°C,/day,44,11,16,Action Plan Submitted,Assessment Underway
NOVA CHEMICALS CORPORATION,NOVA Chemicals Corporation - St. Clair River Site,"285 ALBERT ST, ST. CLAIR, ON ",ST. CLAIR,Organic Chemicals Manufacturing,Sarnia District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,04/04/2023,04/04/2023,1300,kg/d,/day,1,1640.5,1640.5,Additional Monitoring Underway,Voluntary Compliance Underway
NOVA CHEMICALS CORPORATION,NOVA Chemicals Corporation - St. Clair River Site,"285 ALBERT ST, ST. CLAIR, ON ",ST. CLAIR,Organic Chemicals Manufacturing,Sarnia District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,06/01/2023,06/30/2023,570,kg/d,mon avg,1,631.87,631.87,Other,Assessment Underway
NOVA CHEMICALS CORPORATION,NOVA Chemicals Corporation - St. Clair River Site,"285 ALBERT ST, ST. CLAIR, ON ",ST. CLAIR,Organic Chemicals Manufacturing,Sarnia District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,07/14/2023,07/14/2023,1300,kg/d,/day,1,1454.75,1454.75,Other,Assessment Underway
NOVA CHEMICALS CORPORATION,NOVA Chemicals Corporation - St. Clair River Site,"285 ALBERT ST, ST. CLAIR, ON ",ST. CLAIR,Organic Chemicals Manufacturing,Sarnia District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,07/01/2023,07/31/2023,570,kg/d,mon avg,1,772.4,772.4,Other,Assessment Underway
HK TRAVEL CENTRES,Onroute Service Centre (Port Hope HWY 401),"LOT:31 AND 32, CONCESSION:2, GEOTOWNSHIP:PORT HOPE, PORT HOPE, ON ",PORT HOPE,Miscellaneous Industrial,Peterborough District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,01/01/2023,01/31/2023,10,mg/L,mon avg,1,10.5,10.5,Resolved w/o Actions Required,Addressed w/o Intervention
BROIL KING,Onward Manufacturing - 6 Shirley Ave Kitchener,"6 SHIRLEY AVE, KITCHENER, ON N2B 2E7",KITCHENER,Miscellaneous Industrial,Guelph District Office,TETRACHLOROETHYLENE,Approval/Permit Non-Compliance,12/12/2023,12/12/2023,50,µg/L,quarterly,1,88.8,88.8,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway
NEWMONT GOLDCORP,Pamour Mine,"LOT:1,2,6, CONCESSION:5,6, GEOTOWNSHIP:WHITNEY, TIMMINS, ON ",TIMMINS,Metal Mining and Refining,Timmins District Office,CYANIDE;FREE,Approval/Permit Non-Compliance,11/11/2023,11/11/2023,0.01, mg/L,/day,2,0.015,0.015,Resolved w/o Actions Required,Addressed w/o Intervention
NEWMONT GOLDCORP,Pamour Mine,"LOT:1,2,6, CONCESSION:5,6, GEOTOWNSHIP:WHITNEY, TIMMINS, ON ",TIMMINS,Metal Mining and Refining,Timmins District Office,CYANIDE;FREE,Approval/Permit Non-Compliance,11/14/2023,11/14/2023,0.01, mg/L,/day,1,0.013,0.013,Resolved w/o Actions Required,Addressed w/o Intervention
NEWMONT GOLDCORP,Pamour Mine,"LOT:1,2,6, CONCESSION:5,6, GEOTOWNSHIP:WHITNEY, TIMMINS, ON ",TIMMINS,Metal Mining and Refining,Timmins District Office,CYANIDE;FREE,Approval/Permit Non-Compliance,11/01/2023,11/30/2023,0.005,mg/L,mon avg,1,0.007,0.007,Resolved w/o Actions Required,Addressed w/o Intervention
ONTARIO POWER GENERATION INC.,PICKERING NUCLEAR GENERATING STATION,"1675 MONTGOMERY PARK RD, PICKERING, ON ",PICKERING,Electric Power Generation,York Durham District Office,TEMPERATURE,Approval/Permit Non-Compliance,08/07/2023,08/07/2023,37,°C,24 hr avg,1,38.8,38.8,Resolved w/o Actions Required,Event Resolved
ONTARIO POWER GENERATION INC.,PICKERING NUCLEAR GENERATING STATION,"1675 MONTGOMERY PARK RD, PICKERING, ON ",PICKERING,Electric Power Generation,York Durham District Office,TEMPERATURE,Approval/Permit Non-Compliance,09/27/2023,09/27/2023,16,°C,24 hr avg,1,16.99,16.99,Resolved w/o Actions Required,Event Resolved
REINHART FOODS LIMITED,Reinhart Foods Limited,"7449 HIGHWAY 26, CLEARVIEW, ON L0M 1S0",CLEARVIEW,Miscellaneous Industrial,Barrie District Office,TEMPERATURE,Approval/Permit Non-Compliance,11/22/2023,11/22/2023,30,°C,/day,1,32.2,32.2,Operational Process Modified,Voluntary Compliance Underway
RUTHVEN FARMS INC.,Ruthven Farms,"1448 RD 4 E, RUTHVEN, KINGSVILLE, ON N0P 2G0",KINGSVILLE,Miscellaneous Industrial,Windsor Area Office,ZINC,Approval/Permit Non-Compliance,01/27/2023,01/27/2023,0.1,mg/L,4 mon rolling avg,1,0.14,0.14,Other,Other Action Taken
RUTHVEN FARMS INC.,Ruthven Farms,"1448 RD 4 E, RUTHVEN, KINGSVILLE, ON N0P 2G0",KINGSVILLE,Miscellaneous Industrial,Windsor Area Office,ZINC,Approval/Permit Non-Compliance,02/22/2023,02/22/2023,0.1,mg/L,4 mon rolling avg,1,0.1403,0.1403,Other,Other Action Taken
RUTHVEN FARMS INC.,Ruthven Farms,"1448 RD 4 E, RUTHVEN, KINGSVILLE, ON N0P 2G0",KINGSVILLE,Miscellaneous Industrial,Windsor Area Office,ZINC,Approval/Permit Non-Compliance,03/15/2023,03/15/2023,0.1,mg/L,4 mon rolling avg,1,0.1468,0.1468,Other,Other Action Taken
RUTHVEN FARMS INC.,Ruthven Farms,"1448 RD 4 E, RUTHVEN, KINGSVILLE, ON N0P 2G0",KINGSVILLE,Miscellaneous Industrial,Windsor Area Office,ZINC,Approval/Permit Non-Compliance,04/15/2023,04/06/2023,0.1,mg/L,4 mon rolling avg,1,0.1605,0.1605,Other,Other Action Taken
RUTHVEN FARMS INC.,Ruthven Farms,"1448 RD 4 E, RUTHVEN, KINGSVILLE, ON N0P 2G0",KINGSVILLE,Miscellaneous Industrial,Windsor Area Office,PH - LOW,Approval/Permit Non-Compliance,04/15/2023,04/15/2023,6.5,pH,/mon,1,6.15,6.15,Other,Other Action Taken
SEABOARD TRANSPORT GROUP,Seaboard Woodstock Bulk Terminal,"95 BEARDS LANE, WOODSTOCK, ON N4S 7V9",WOODSTOCK,Miscellaneous Industrial,London District Office,PH - HIGH,Approval/Permit Non-Compliance,09/01/2023,09/30/2023,9.5,pH,/mon,1,10.6,10.6,Conducting Study,Voluntary Compliance Underway
SEABOARD TRANSPORT GROUP,Seaboard Woodstock Bulk Terminal,"95 BEARDS LANE, WOODSTOCK, ON N4S 7V9",WOODSTOCK,Miscellaneous Industrial,London District Office,PH - HIGH,Approval/Permit Non-Compliance,10/01/2023,10/31/2023,9.5,pH,/mon,1,10.9,10.9,Additional Monitoring Underway,Voluntary Compliance Underway
SEABOARD TRANSPORT GROUP,Seaboard Woodstock Bulk Terminal,"95 BEARDS LANE, WOODSTOCK, ON N4S 7V9",WOODSTOCK,Miscellaneous Industrial,London District Office,PH - HIGH,Approval/Permit Non-Compliance,11/01/2023,11/30/2023,9.5,pH,/mon,2,9.54,10.3,Additional Monitoring Underway,Assessment Underway
SHELL CANADA PRODUCTS,Shell Canada Products - Lambton Facility,"150 ST. CLAIR PKY, ST. CLAIR, ON N0N 1J0",ST. CLAIR,Petroleum Refining,Sarnia District Office,VOLATILE SUSPENDED SOLIDS,Approval/Permit Non-Compliance,02/16/2023,02/16/2023,340,kg/d,24 hr,1,345,345,Conducting Study,Other Action Taken
SHELL CANADA PRODUCTS,Shell Canada Products - Lambton Facility,"150 ST. CLAIR PKY, ST. CLAIR, ON N0N 1J0",ST. CLAIR,Petroleum Refining,Sarnia District Office,VOLATILE SUSPENDED SOLIDS,Approval/Permit Non-Compliance,04/15/2023,04/16/2023,340,kg/d,/day,2,371.5,390.6,Conducting Study,Assessment Underway
SHELL CANADA PRODUCTS,Shell Canada Products - Lambton Facility,"150 ST. CLAIR PKY, ST. CLAIR, ON N0N 1J0",ST. CLAIR,Petroleum Refining,Sarnia District Office,VOLATILE SUSPENDED SOLIDS,Approval/Permit Non-Compliance,12/22/2023,12/22/2023,340,kg/d,/day,1,416,416,Resolved w/o Actions Required,Addressed w/o Intervention
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,"4205 LINE 2, BRADFORD WEST GWILLIMBURY, ON L0G 1T0",BRADFORD WEST GWILLIMBURY,Miscellaneous Industrial,Barrie District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,01/01/2023,12/31/2023,0.25,mg/L,annual avg,1,0.41,0.41,Operational Process Modified,Assessment Underway
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,"4205 LINE 2, BRADFORD WEST GWILLIMBURY, ON L0G 1T0",BRADFORD WEST GWILLIMBURY,Miscellaneous Industrial,Barrie District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,05/01/2023,05/31/2023,0.3,mg/L,mon avg,1,1.08,1.08,Operational Process Modified,Voluntary Compliance Underway
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,"4205 LINE 2, BRADFORD WEST GWILLIMBURY, ON L0G 1T0",BRADFORD WEST GWILLIMBURY,Miscellaneous Industrial,Barrie District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,06/01/2023,06/30/2023,0.3,mg/L,mon avg,1,0.89,0.89,Operational Process Modified,Voluntary Compliance Underway
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,"4205 LINE 2, BRADFORD WEST GWILLIMBURY, ON L0G 1T0",BRADFORD WEST GWILLIMBURY,Miscellaneous Industrial,Barrie District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,07/01/2023,07/31/2023,0.3,mg/L,mon avg,1,1.86,1.86,Operational Process Modified,Voluntary Compliance Underway
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,"4205 LINE 2, BRADFORD WEST GWILLIMBURY, ON L0G 1T0",BRADFORD WEST GWILLIMBURY,Miscellaneous Industrial,Barrie District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,10/01/2023,10/31/2023,0.3,mg/L,mon avg,1,0.39,0.39,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,"4205 LINE 2, BRADFORD WEST GWILLIMBURY, ON L0G 1T0",BRADFORD WEST GWILLIMBURY,Miscellaneous Industrial,Barrie District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,12/01/2023,12/31/2023,0.3,mg/L,mon avg,1,1.355,1.355,Additional Monitoring Underway,Addressed w/o Intervention
PETER KIEWIT SONS,Smoky Falls Generating Station,"LOT:NA, CONCESSION:NA, GEOTOWNSHIP:HARMON",UNORGANIZED,Electric Power Generation,Timmins District Office,PH - HIGH,Approval/Permit Non-Compliance,05/03/2023,05/03/2023,9,pH,/day,1,9.21,9.21,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
"ST. CLAIR POWER, L.P.",St. Clair Energy Centre,"790 PETROLIA LINE, ST. CLAIR, ON N0N 1G0",ST. CLAIR,Electric Power Generation,Sarnia District Office,"SUSPENDED SOLIDS, TOTAL",Legislation Non-Compliance,07/14/2023,07/14/2023,50,mg/L,/day,1,51,51,Other,Voluntary Compliance Underway
