Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère
CLEARVIEW,Stayner Water Pollution Control Plant,"300 MOWAT ST N, CLEARVIEW",Clearview,Municipal Sewage,Barrie,FLOW,Approval / Permit Non-Compliance,06/02/2022,06/05/2022,630, m³/d,/d,4,"1,526","4,267",Training Procedure Change,Event Resolved
CLEARVIEW,Stayner Water Pollution Control Plant,"300 MOWAT ST N, CLEARVIEW",Clearview,Municipal Sewage,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,12/01/2022,12/31/2022,4,mg/L,mon avg,1,5.24,5.24,Resolved w/o Actions Required,Event Resolved
COLLINGWOOD,Collingwood Water Pollution Control Plant,"3 BIRCH ST, COLLINGWOOD, ON L9Y 2T8",Collingwood,Municipal Sewage,Barrie,ESCHERICHIA COLI,Approval / Permit Non-Compliance,11/01/2022,11/30/2022,200,CT/100mL,mon avg. on a geo. mean density,1,288,288,Resolved w/o Actions Required,Event Resolved
ESSA,Angus Water Pollution Control Plant,"143 CENTRE ST, ANGUS",Essa,Municipal Sewage,Barrie,ESCHERICHIA COLI,Approval / Permit Non-Compliance,02/01/2022,02/28/2022,200,CT/100mL,mon avg. on a geo. mean density,1,9000,9000,Equipment Modified/Repaired,Voluntary Abatement Program Underway
ESSA,Angus Water Pollution Control Plant,"143 CENTRE ST, ANGUS",Essa,Municipal Sewage,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,02/01/2022,02/28/2022,55,kg/d,mon avg,1,71.876,71.876,Equipment Modified/Repaired,Voluntary Abatement Program Underway
ESSA,Angus Water Pollution Control Plant,"143 CENTRE ST, ANGUS",Essa,Municipal Sewage,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,02/01/2022,02/28/2022,0.3,mg/L,mon avg,1,0.31,0.31,Equipment Modified/Repaired,Voluntary Abatement Program Underway
ESSA,Angus Water Pollution Control Plant,"143 CENTRE ST, ANGUS",Essa,Municipal Sewage,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,02/01/2022,02/28/2022,10,mg/L,mon avg,1,20.86,20.86,Equipment Modified/Repaired,Voluntary Abatement Program Underway
ESSA,Angus Water Pollution Control Plant,"143 CENTRE ST, ANGUS",Essa,Municipal Sewage,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,05/01/2022,05/31/2022,0.3,mg/L,mon avg,1,0.315,0.315,Equipment Modified/Repaired,Voluntary Abatement Program Underway
GULLWING LAKE PARK,Gullwing Lake Park,"1025 Gullwing Lake Road, Torrance",Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,06/01/2022,06/30/2022,10,mg/L,mon avg,3,27,27,Operational Process Modified,Voluntary Abatement Program Underway
GULLWING LAKE PARK,Gullwing Lake Park,"1025 Gullwing Lake Road, Torrance",Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,06/01/2022,06/30/2022,10,mg/L,mon avg,1,27,27,Operational Process Modified,Voluntary Abatement Program Underway
GULLWING LAKE PARK,Gullwing Lake Park,"1025 Gullwing Lake Road, Torrance",Muskoka Lakes,Miscellaneous Communal,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,06/01/2022,06/30/2022,3,mg/L,mon avg,1,3.07,3.07,Operational Process Modified,Voluntary Abatement Program Underway
GULLWING LAKE PARK,Gullwing Lake Park,"1025 Gullwing Lake Road, Torrance",Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,07/01/2022,07/31/2022,10,mg/L,mon avg,1,23,23,Operational Process Modified,Voluntary Abatement Program Underway
GULLWING LAKE PARK,Gullwing Lake Park,"1025 Gullwing Lake Road, Torrance",Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,08/01/2022,08/31/2022,3,mg/L,mon avg,1,9.2,9.2,Operational Process Modified,Voluntary Abatement Program Underway
GULLWING LAKE PARK,Gullwing Lake Park,"1025 Gullwing Lake Road, Torrance",Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,09/01/2022,09/30/2022,10,mg/L,mon avg,1,10.2,10.2,Operational Process Modified,Voluntary Abatement Program Underway
INNSERVICES UTILITIES INC.,Cookstown WPCP,1315 Victoria St,Innisfil,Municipal Sewage,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,04/01/2022,04/30/2022,4,mg/L,mon avg,1,4.15,4.15,None Required,Assessment Complete - No Action Required
Killam Investments Inc.,Silver Creek Estates Mobile Home Park,1292 Carlyon Line,Severn,Miscellaneous Communal,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,09/01/2022,09/30/2022,2.4,mg/L,mon avg,1,2.58,2.58,None Required,Assessment Complete - No Action Required
TRG-KFH (Lakeside) Inc.,Legacy Cottages,1040 JUDDHAVEN RD,Muskoka Lakes,Miscellaneous Communal,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,02/01/2022,02/28/2022,1,mg/L,mon avg,1,1.31,1.31,Resolved w/o Actions Required,Voluntary Abatement Program Underway
TRG-KFH (Lakeside) Inc.,Legacy Cottages,1040 JUDDHAVEN RD,Muskoka Lakes,Miscellaneous Communal,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,05/01/2022,05/31/2022,1,mg/L,mon avg,1,1.03,1.03,Equipment Modified/Repaired,Voluntary Abatement Program Underway
TRG-KFH (Lakeside) Inc.,Legacy Cottages,1040 JUDDHAVEN RD,Muskoka Lakes,Miscellaneous Communal,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,06/01/2022,06/30/2022,1,mg/L,mon avg,1,1.1,1.1,Equipment Modified/Repaired,Voluntary Abatement Program Underway
TRG-KFH (Lakeside) Inc.,Legacy Cottages,1040 JUDDHAVEN RD,Muskoka Lakes,Miscellaneous Communal,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,07/01/2022,07/31/2022,1,mg/L,mon avg,1,2.7,2.7,Equipment Modified/Repaired,Voluntary Abatement Program Underway
TRG-KFH (Lakeside) Inc.,Legacy Cottages,1040 JUDDHAVEN RD,Muskoka Lakes,Miscellaneous Communal,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,08/01/2022,08/31/2022,1,mg/L,mon avg,1,4.79,4.79,Equipment Modified/Repaired,Voluntary Abatement Program Underway
TRG-KFH (Lakeside) Inc.,Legacy Cottages,1040 JUDDHAVEN RD,Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,08/01/2022,08/31/2022,20,mg/L,mon avg,1,27,27,Equipment Modified/Repaired,Voluntary Abatement Program Underway
TRG-KFH (Lakeside) Inc.,Legacy Cottages,1040 JUDDHAVEN RD,Muskoka Lakes,Miscellaneous Communal,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,09/01/2022,09/30/2022,1,mg/L,mon avg,1,2.56,2.56,Equipment Modified/Repaired,Voluntary Abatement Program Underway
TRG-KFH (Lakeside) Inc.,Legacy Cottages,1040 JUDDHAVEN RD,Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,09/01/2022,09/30/2022,20,mg/L,mon avg,1,22,22,Equipment Modified/Repaired,Voluntary Abatement Program Underway
SPRINGWATER,Elmvale Water Pollution Control Plant,"LOT:4, CONCESSION:10, GEOTOWNSHIP:FLOS",Springwater,Municipal Sewage,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,01/01/2022,12/31/2022,5,mg/L,/annum,1,7.65,7.65,New Equipment Installed,Voluntary Abatement Program Underway
SPRINGWATER,Elmvale Water Pollution Control Plant,"LOT:4, CONCESSION:10, GEOTOWNSHIP:FLOS",Springwater,Municipal Sewage,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,07/01/2022,07/31/2022,0.17,mg/L,mon avg,1,0.228,0.228,Equipment Modified/Repaired,Voluntary Abatement Program Underway
SPRINGWATER,Elmvale Water Pollution Control Plant,"LOT:4, CONCESSION:10, GEOTOWNSHIP:FLOS",Springwater,Municipal Sewage,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,08/01/2022,08/31/2022,0.17,mg/L,mon avg,1,0.21,0.21,Equipment Modified/Repaired,Voluntary Abatement Program Underway
SPRINGWATER,Snow Valley Environmental Centre,"15 ALPINE TR, MINESING",Springwater,Municipal Sewage,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,01/01/2022,12/31/2022,7,mg/L,annual avg,1,8.37,8.37,Operational Process Modified,Voluntary Abatement Program Underway
The Corporation of the Township of Springwater,Stonemanor Wastewater Treatment Plant,3168 DOBSON RD E,Springwater,Municipal Sewage,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,05/01/2022,05/31/2022,4.2,mg/L,mon avg,1,4.97,4.97,Equipment Modified/Repaired,Voluntary Abatement Program Underway
The Corporation of the Township of Springwater,Stonemanor Wastewater Treatment Plant,3168 DOBSON RD E,Springwater,Municipal Sewage,Barrie,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,12/01/2022,12/31/2022,15,mg/L,mon avg,1,15.5,15.5,Additional Monitoring Underway,Voluntary Abatement Program Underway
The Corporation of the Township of Springwater,Stonemanor Wastewater Treatment Plant,3168 DOBSON RD E,Springwater,Municipal Sewage,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,12/01/2022,12/31/2022,4.2,mg/L,mon avg,1,5.21,5.21,Additional Monitoring Underway,Voluntary Abatement Program Underway
TAY,Victoria Harbour Water Pollution Control Plant,"158 INDUSTRIAL RD,",Tay,Municipal Sewage,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,04/01/2022,04/30/2022,15,mg/L,mon avg,1,20.4,20.4,Equipment Modified/Repaired,Event Resolved
TAY,Victoria Harbour Water Pollution Control Plant,"158 INDUSTRIAL RD,",Tay,Municipal Sewage,Barrie,ESCHERICHIA COLI,Approval / Permit Non-Compliance,04/01/2022,04/30/2022,200,CT/100mL,mon avg. on a geo. mean density,1,344,344,Equipment Modified/Repaired,Event Resolved
TAY,Victoria Harbour Water Pollution Control Plant,"158 INDUSTRIAL RD,",Tay,Municipal Sewage,Barrie,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,04/01/2022,04/30/2022,15,mg/L,mon avg,1,18.1,18.1,Equipment Modified/Repaired,Event Resolved
The Rosseau Resort Developments Inc. - Niagara Resorts (Muskoka) Inc.,Red Leaves Rousseau Resort," Part of Lots 24 and 25, Concession: 11, 12",Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,05/01/2022,05/31/2022,2.5,mg/L,mon avg,1,5.71,5.71,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
The Rosseau Resort Developments Inc. - Niagara Resorts (Muskoka) Inc.,Red Leaves Rousseau Resort," Part of Lots 24 and 25, Concession: 11, 12",Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,08/01/2022,08/31/2022,2.5,mg/L,mon avg,1,5.57,5.57,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
The Rosseau Resort Developments Inc. - Niagara Resorts (Muskoka) Inc.,Red Leaves Rousseau Resort," Part of Lots 24 and 25, Concession: 11, 12",Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,09/01/2022,09/30/2022,2.5,mg/L,mon avg,1,4.63,4.63,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved
TOUCHSTONE RESORT ON LAKE MUSKOKA,TOUCHSTONE RESORT,"1869 MUSKOKA RD 118 W, BRACEBRIDGE",Muskoka Lakes,Miscellaneous Communal,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,11/01/2022,11/30/2022,10,mg/L,mon avg,1,11.7,11.7,Resolved w/o Actions Required,Event Resolved
WASAGA BEACH,Wasaga Beach Water Pollution Control Plant,"30 WOODLAND DR, WASAGA BEACH, ON L9Z 2V5",Wasaga Beach,Municipal Sewage,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,01/26/2022,01/26/2022,5,mg/L,/d,1,6.9,6.9,Operational Process Modified,Other Action Taken
WASAGA BEACH,Wasaga Beach Water Pollution Control Plant,"30 WOODLAND DR, WASAGA BEACH, ON L9Z 2V5",Wasaga Beach,Municipal Sewage,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,02/01/2022,02/28/2022,0,mg/L,mon avg,1,0.43,0.43,Operational Process Modified,Other Action Taken
WASAGA BEACH,Wasaga Beach Water Pollution Control Plant,"30 WOODLAND DR, WASAGA BEACH, ON L9Z 2V5",Wasaga Beach,Municipal Sewage,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,02/02/2022,02/02/2022,5,mg/L,/d,1,6.3,6.3,Operational Process Modified,Other Action Taken
WASAGA BEACH,Wasaga Beach Water Pollution Control Plant,"30 WOODLAND DR, WASAGA BEACH, ON L9Z 2V5",Wasaga Beach,Municipal Sewage,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,03/01/2022,03/31/2022,0,mg/L,mon avg,1,0.5,0.5,Operational Process Modified,Other Action Taken
WASAGA BEACH,Wasaga Beach Water Pollution Control Plant,"30 WOODLAND DR, WASAGA BEACH, ON L9Z 2V5",Wasaga Beach,Municipal Sewage,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,03/01/2022,03/31/2022,3,kg/d,mon avg,1,4.017,4.017,Operational Process Modified,Other Action Taken
WASAGA BEACH,Wasaga Beach Water Pollution Control Plant,"30 WOODLAND DR, WASAGA BEACH, ON L9Z 2V5",Wasaga Beach,Municipal Sewage,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,04/01/2022,04/30/2022,0,mg/L,mon avg,1,0.24,0.24,Operational Process Modified,Other Action Taken
WASAGA BEACH,Wasaga Beach Water Pollution Control Plant,"30 WOODLAND DR, WASAGA BEACH, ON L9Z 2V5",Wasaga Beach,Municipal Sewage,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,08/01/2022,08/31/2022,0,mg/L,mon avg,1,0.21,0.21,Operational Process Modified,Event Resolved
The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,275 MOUNTAINVIEW RD S,Halton Hills,Municipal Sewage,Halton-Peel,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,02/01/2022,02/28/2022,6.8,kg/d,mon avg,1,8.9,8.9,None Required,Assessment Complete - No Action Required
The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,275 MOUNTAINVIEW RD S,Halton Hills,Municipal Sewage,Halton-Peel,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,02/01/2022,02/28/2022,0.3,mg/L,mon avg,1,0.57,0.57,None Required,Assessment Complete - No Action Required
The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,275 MOUNTAINVIEW RD S,Halton Hills,Municipal Sewage,Halton-Peel,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,02/01/2022,02/28/2022,113.6,kg/d,mon avg,1,218.7,218.7,None Required,Assessment Complete - No Action Required
The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,275 MOUNTAINVIEW RD S,Halton Hills,Municipal Sewage,Halton-Peel,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,02/01/2022,02/28/2022,5,mg/L,mon avg,1,14.1,14.1,None Required,Assessment Complete - No Action Required
The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,275 MOUNTAINVIEW RD S,HALTON HILLS,Municipal Sewage,Halton-Peel,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,12/01/2022,12/31/2022,5,mg/L,mon avg,1,5.7,5.7,Operational Process Modified,Voluntary Abatement Program Underway
The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,275 MOUNTAINVIEW RD S,HALTON HILLS,Municipal Sewage,Halton-Peel,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,12/01/2022,12/31/2022,6.8,kg/d,mon avg,1,12.6,12.6,Operational Process Modified,Voluntary Abatement Program Underway
The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,275 MOUNTAINVIEW RD S,HALTON HILLS,Municipal Sewage,Halton-Peel,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,12/01/2022,12/31/2022,0.3,mg/L,mon avg,1,0.9,0.9,Operational Process Modified,Voluntary Abatement Program Underway
The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,275 MOUNTAINVIEW RD S,HALTON HILLS,Municipal Sewage,Halton-Peel,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,12/01/2022,12/31/2022,113.6,kg/d,mon avg,1,545.2,545.2,Operational Process Modified,Voluntary Abatement Program Underway
The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,275 MOUNTAINVIEW RD S,HALTON HILLS,Municipal Sewage,Halton-Peel,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,12/01/2022,12/31/2022,5,mg/L,mon avg,1,37.9,37.9,Operational Process Modified,Voluntary Abatement Program Underway
The Regional Municipality of Halton,Skyway Wastewater Treatment Plant,1125 Lakeshore Rd,Burlington,Municipal Sewage,Halton-Peel,PH - LOW,Approval / Permit Non-Compliance,10/15/2022,10/15/2022,5.28,pH,any,1,5.28,5.28,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required; Voluntary Abatement Program Underway
The Regional Municipality of Peel,G.E. Booth (Lakeview) Wastewater Treatment Facility ,1300 Lakeshore Rd E,Mississauga,Municipal Sewage,Halton-Peel,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,01/01/2022,01/31/2022,0.8,mg/L,mon avg,1,0.95,0.95,Operational Process Modification,Voluntary Abatement Program Underway
The Regional Municipality of Peel,G.E. Booth (Lakeview) Wastewater Treatment Facility ,1300 Lakeshore Rd E,Mississauga,Municipal Sewage,Halton-Peel,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,01/01/2022,01/31/2022,394,kg/d,mon avg,1,412,412,Operational Process Modification,Voluntary Abatement Program Underway
The Regional Municipality of Peel,G.E. Booth (Lakeview) Wastewater Treatment Facility ,1300 Lakeshore Rd E,Mississauga,Municipal Sewage,Halton-Peel,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,02/01/2022,02/28/2022,0.8,mg/L,mon avg,1,2.4,2.4,Operational Process Modification,Assessment Complete - Incident Resolved
The Regional Municipality of Peel,G.E. Booth (Lakeview) Wastewater Treatment Facility ,1300 Lakeshore Rd E,Mississauga,Municipal Sewage,Halton-Peel,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,02/01/2022,02/28/2022,394,kg/d,mon avg,1,1196,1196,Operational Process Modification,Assessment Complete - Incident Resolved
City of Toronto,Ashbridges Bay Wastewater Treatment Plant,9 Leslie St,Toronto,Municipal Sewage,Toronto,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,11/01/2022,11/30/2022,1,mg/L,mon avg,1,1.29,1.29,Additional Monitoring Underway; Operational Process Modification,Assessment Complete - Incident Resolved
City of Toronto,Highland Creek WWTP,51 Beechgrove Dr,Toronto,Municipal Sewage,Toronto,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,05/01/2022,05/31/2022,25,mg/L,mon avg,1,26.61,26.61,None Required,Assessment Complete - No Action Required
City of Toronto,Humber Water Pollution Control Plant,130 The Queensway,Toronto,Municipal Sewage,Toronto,ESCHERICHIA COLI,Approval / Permit Non-Compliance,07/01/2022,07/31/2022,200,CT/100mL,mon avg. on a geo. mean density,1,378,378,None Required,Assessment Complete - No Action Required
City of Toronto,Humber Water Pollution Control Plant,130 The Queensway,TORONTO,Municipal Sewage,Toronto,ESCHERICHIA COLI,Approval / Permit Non-Compliance,12/01/2022,12/31/2022,200,CT/100mL,mon avg. on a geo. mean density,1,406.5,406.5,Resolved w/o Actions Required,Other Action Taken
B&D Love Inc.,Dog Tales Rescue & Sanctuary,1405 19th Side Rd,King,Miscellaneous Communal,York-Durham,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,05/01/2022,05/31/2022,10,mg/L, /mon,1,18.3,18.3,Additional Monitoring Underway,Assessment Underway
B&D Love Inc.,Dog Tales Rescue & Sanctuary,1405 19th Side Rd,King,Miscellaneous Communal,York-Durham,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,05/01/2022,05/31/2022,10,mg/L, /mon,1,18,18,Additional Monitoring Underway,Assessment Underway
B&D Love Inc.,Dog Tales Rescue & Sanctuary,1405 19th Side Rd,King,Miscellaneous Communal,York-Durham,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,05/01/2022,05/31/2022,10,mg/L, /mon,1,16.9,16.9,Additional Monitoring Underway,Assessment Underway
B&D Love Inc.,Dog Tales Rescue & Sanctuary,1405 19th Side Rd,King,Miscellaneous Communal,York-Durham,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,05/01/2022,05/31/2022,10,mg/L, /mon,1,16,16,Additional Monitoring Underway,Assessment Underway
B&D Love Inc.,Dog Tales Rescue & Sanctuary,1405 19th Side Rd,King,Miscellaneous Communal,York-Durham,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,10/01/2022,10/31/2022,10,mg/L, /mon,1,15,15,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Underway
