Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère,Modélisation de la dispersion atmosphérique
Black & McDonald Limited,31-35 Pullman Court,31 - 35 Pullman Crt 31-35,Toronto,Miscellaneous Industrial,Toronto,SUSPENDED PARTICULATE MATTER (< 44 µm diameter),Legislation Non-Compliance,2020-02-01,2020-02-01,120,mg/m³,24h avg,1,248.6,248.6,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Operational Process Modification,Assessment Underway; Voluntary Abatement Program Underway,Based on Air Dispersion Modeling
Cameco Corporation,Cameco - Port Hope Conversion Facility,1 Eldorado Pl,Port Hope,Metal Mining and Refining,Peterborough,SUSPENDED PARTICULATE MATTER (< 44 µm diameter),Approval / Permit Non-Compliance,2020-01-29,2020-01-29,120,µg/m³,24hr,1,131,131,New/Modified Sampling Program Underway; Other,Assessment Underway,
Cameco Corporation,Cameco - Port Hope Conversion Facility,1 Eldorado Pl,Port Hope,Metal Mining and Refining,Peterborough,SUSPENDED PARTICULATE MATTER (< 44 µm diameter),Approval / Permit Non-Compliance,2020-01-31,2020-01-31,120,µg/m³,24 hr,1,125,125,New/Modified Sampling Program Underway,Assessment Underway,
Cameco Corporation,Cameco - Port Hope Conversion Facility,1 Eldorado Pl,Port Hope,Metal Mining and Refining,Peterborough,SUSPENDED PARTICULATE MATTER (< 44 µm diameter),Approval / Permit Non-Compliance,2020-04-28,2020-04-28,120,µg/m³,24hr,1,136,136,Additional Monitoring Underway; New/Modified Sampling Program Underway,Assessment Underway,
Cameco Corporation,Cameco - Port Hope Conversion Facility,1 Eldorado Pl,Port Hope,Metal Mining and Refining,Peterborough,SUSPENDED PARTICULATE MATTER (< 44 µm diameter),Approval / Permit Non-Compliance,2020-05-28,2020-05-28,120,µg/m³,24hr,1,317,317,Additional Monitoring Underway; New/Modified Sampling Program Underway,Assessment Underway,
"Canadian Mist Distillers, Limited",Canadian Mist Distillers Limited,202 MacDonald Rd,Collingwood,Miscellaneous Industrial,Barrie,ETHANOL,Legislation Non-Compliance,2020-03-01,2020-03-01,"19,000",mg/m³,1 hour,1,"29,066","29,066",Action Plan Submitted - Implementing Improvements,Assessment Underway,Based on Air Dispersion Modeling
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-01-01,2020-01-31,20, %,6min avg,3,21.11,82.12,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-02-01,2020-02-29,20, %,6min avg,1,33.63,59.72,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-03-01,2020-03-31,20, %,6min avg,3,20.88,81.17,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-04-01,2020-04-30,20, %,6min avg,6,22.39,74.06,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-05-01,2020-05-31,20, %,6min avg,4,20.62,98.17,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-06-01,2020-06-30,20, %,6min avg,3,22.25,57.53,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-07-01,2020-07-31,20, %,6min avg,3,20.68,79.82,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-08-01,2020-08-31,20, %,6min avg,2,23.31,45.63,Operational Process Modification,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-09-01,2020-09-30,20, %,6min avg,4,20.58,49.23,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-10-01,2020-10-31,20, %,6min avg,2,20.31,66.59,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-11-01,2020-11-30,20, %,6min avg,4,21.33,84.02,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,2020-12-01,2020-12-31,20, %,6min avg,2,22.78,93.75,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Cytec Canada Inc.,Cytec Canada Inc.,9061 Garner Rd,Niagara Falls,Inorganic Chemicals,Niagara,PHOSPHORIC ACID,Legislation Non-Compliance,2020-03-16,2020-03-16,7,µg/m³,24h avg,1,12.5,12.5,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken,
Dare Foods Limited,Dare Foods Limited (Kitchener),2481 Kingsway Dr,Kitchener,Miscellaneous Communal,Guelph,AMMONIA VAPOURS,Legislation Non-Compliance,2020-12-16,2020-12-16,100,µg/m³,24h avg,1,373,373,Technical Standard requested by the sector,Assessment Underway,Based on Air Dispersion Modeling
Digital Specialty Chemicals Limited,470 Coronation Drive,470 Coronation Dr,Toronto,Organic Chemicals Manufacturing,Toronto,CHLOROFORM (TRICHLOROMETHANE),Legislation Non-Compliance,2020-03-31,2020-03-31,1,mg/m³,24h avg,1,33,33,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway,Based on Air Dispersion Modeling
Domtar Inc.,Domtar Inc. - Dryden Operations,1 Duke St,Dryden,Pulp and Paper,Kenora,OPACITY,Legislation Non-Compliance,2020-03-04,2020-03-04,20, %,6min avg,1,46.2,61,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Domtar Inc.,Domtar Inc. - Dryden Operations,1 Duke St,Dryden,Pulp and Paper,Kenora,TOTAL REDUCED SULFUR,Technical Non-Compliance,2020-05-18,2020-05-18,27,ppb,10min avg,2,29.2,54.8,Operational Process Modification,Assessment Complete - Incident Resolved,
Domtar Inc.,Domtar Inc. - Dryden Operations,1 Duke St,Dryden,Pulp and Paper,Kenora,OPACITY,Legislation Non-Compliance,2020-08-05,2020-08-05,20, %,6min avg,1,60.5,89.1,Equipment Modified - Repaired - Replaced or Re-calibrated; Training/Procedure Change,Assessment Complete - Incident Resolved; Assessment Complete - No Action Required,
Domtar Inc.,Domtar Inc. - Espanola Mill,1 Station Rd,Espanola,Pulp and Paper,Sudbury,TOTAL REDUCED SULFUR,Approval / Permit Non-Compliance,2020-01-01,2020-12-31,27,ppb,10min avg,28,27.8,166.8,Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Modified Sampling Program Underway; Operational Process Modification,Assessment Underway; Voluntary Abatement Program Underway,
Domtar Inc.,Domtar Inc. - Espanola Mill,1 Station Rd,Espanola,Pulp and Paper,Sudbury,SUSPENDED PARTICULATE MATTER (< 44 µm diameter),Approval / Permit Non-Compliance; Legislation Non-Compliance,2020-04-27,2020-04-27,120,µg/m³,24hr,1,125,125,None Required,Assessment Complete - Incident Resolved,
Domtar Inc.,Domtar Inc. - Espanola Mill,1 Station Rd,Espanola,Pulp and Paper,Sudbury,SUSPENDED PARTICULATE MATTER (< 44 µm diameter),Approval / Permit Non-Compliance; Legislation Non-Compliance,2020-05-21,2020-05-21,120,µg/m³,24hr,1,126,126,None Required,Assessment Complete - Incident Resolved,
Domtar Inc.,Domtar Inc. - Espanola Mill,1 Station Rd,Espanola,Pulp and Paper,Sudbury,DUSTFALL,Approval / Permit Non-Compliance; Legislation Non-Compliance,2020-09-01,2020-09-30,7,g/m²,mon avg,1,13.9,13.9,None Required,Assessment Complete - Incident Resolved,
Domtar Inc.,Domtar Inc. - Espanola Mill,1 Station Rd,Espanola,Pulp and Paper,Sudbury,DUSTFALL,Approval / Permit Non-Compliance; Legislation Non-Compliance,2020-10-01,2020-10-31,7,g/m²,mon avg,1,8.54,8.54,None Required,Assessment Complete - Incident Resolved,
Emerald Energy from Waste Inc.,Emerald Energy from Waste,7656 Bramalea Rd,Brampton,Miscellaneous Industrial,Halton-Peel,CARBON MONOXIDE,Approval / Permit Non-Compliance,2020-06-18,2020-06-18,43,ppm,4h avg,1,53,53,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - Incident Resolved,
Emerald Energy from Waste Inc.,Emerald Energy from Waste,7656 Bramalea Rd,Brampton,Miscellaneous Industrial,Halton-Peel,NITROGEN OXIDES,Approval / Permit Non-Compliance,2020-06-18,2020-06-18,105,ppm,24h avg,1,109,109,Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Assessment Complete - Incident Resolved,
Glencore Canada Corporation,Glencore Canada Corporation Sudbury Integrated Nickel Operations - Sudbury Smelter Complex,"Lot 11, Concession: 3, City of Greater Sudbury, District of Sudbury",Greater Sudbury,Metal Mining and Refining,Sudbury,SULPHUR DIOXIDE,Legislation Non-Compliance; Site Specific Standard,2020-01-01,2020-12-31,2453,µg/m³,1hr,1,2650,2650,Action Plan Submitted - Implementing Improvements; Conducting Study,Assessment Underway,Based on Air Dispersion Modeling
Glencore Canada Corporation,Glencore Canada Corporation Sudbury Integrated Nickel Operations - Sudbury Smelter Complex,"Lot 11, Concession: 3, City of Greater Sudbury, District of Sudbury",Greater Sudbury,Metal Mining and Refining,Sudbury,COBALT,Legislation Non-Compliance,2020-03-16,2020-03-16,0.1,µg/m³,24hr,1,0.1777,0.1777,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; Operational Process Modification,Voluntary Abatement Program Underway,
