Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère
REINHART FOODS LIMITED,Reinhart Foods Limited,7446 Highway 26,Clearview,Miscellaneous Industrial,Barrie,TEMPERATURE,Approval / Permit Non-Compliance,09/20/2022,09/20/2022,30.,°C,daily avg,1,31.4,31.4,Equipment Modified/Repaired,Voluntary Abatement Program Underway
REINHART FOODS LIMITED,Reinhart Foods Limited,7446 Highway 26,Clearview,Miscellaneous Industrial,Barrie,TEMPERATURE,Approval / Permit Non-Compliance,09/21/2022,09/21/2022,30.,°C,daily avg,1,30.6,30.6,Equipment Modified/Repaired,Voluntary Abatement Program Underway
REINHART FOODS LIMITED,Reinhart Foods Limited,7446 Highway 26,Clearview,Miscellaneous Industrial,Barrie,TEMPERATURE,Approval / Permit Non-Compliance,11/15/2022,11/15/2022,30.,°C,daily avg,1,31.3,31.3,Equipment Modified/Repaired,Voluntary Abatement Program Underway
REINHART FOODS LIMITED,Reinhart Foods Limited,7446 Highway 26,Clearview,Miscellaneous Industrial,Barrie,TEMPERATURE,Approval / Permit Non-Compliance,11/16/2022,11/16/2022,30.,°C,daily avg,1,32.2,32.2,Equipment Modified/Repaired,Voluntary Abatement Program Underway
REINHART FOODS LIMITED,Reinhart Foods Limited,7446 Highway 26,Clearview,Miscellaneous Industrial,Barrie,TEMPERATURE,Approval / Permit Non-Compliance,11/22/2022,11/22/2022,30.,°C,daily avg,1,32.2,32.2,Equipment Modified/Repaired,Voluntary Abatement Program Underway
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,4205 LINE 2,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,"PHOSPHORUS, TOTAL",Approval / Permit Non-Compliance,04/01/2022,04/30/2022,0.3,mg/L,mon avg,1,2.06,2.06,Operational Process Modified,Event Resolved
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,4205 LINE 2,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,TOTAL AMMONIA NITROGEN,Approval / Permit Non-Compliance,04/01/2022,04/30/2022,2,mg/L,mon avg,1,26.7,26.7,Operational Process Modified,Event Resolved
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,4205 LINE 2,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,04/01/2022,04/30/2022,10,mg/L,mon avg,1,144.2,144.2,Operational Process Modified,Event Resolved
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,4205 LINE 2,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,04/01/2022,04/30/2022,10,mg/L,mon avg,1,93.8,93.8,Operational Process Modified,Event Resolved
SILANI SWEET CHEESE LIMITED,Silani Sweet Cheese Limited,4205 LINE 2,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,05/01/2022,05/31/2022,10,mg/L,mon avg,1,104,104,Operational Process Modified,Event Resolved
CRH CANADA GROUP INC.,Mississauga Cement Plant (Ash Grove),2391 Lakeshore Rd W,MISSISSAUGA,Industrial Minerals,Halton-Peel,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,02/22/2022,02/22/2022,50.,mg/L,/d,1,62,62,Other,Other Action Taken
CRH CANADA GROUP INC.,Mississauga Cement Plant (Ash Grove),2391 Lakeshore Rd W,MISSISSAUGA,Industrial Minerals,Halton-Peel,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,03/01/2022,03/31/2022,25.,mg/L,mon avg,1,26.6,26.6,Other,Other Action Taken
ACCUWORX,Accuworx Inc. Mobile Water Treatment Plant,"161 CHERRY ST, TORONTO, ON L5T 2L2",TORONTO,Miscellaneous Industrial,Toronto,CHLORIDE,Approval / Permit Non-Compliance,03/16/2022,03/16/2022,640.,ppm,/week,1,710,710,Additional Monitoring Underway,Voluntary Abatement Program Underway
ACCUWORX,Accuworx Inc. Mobile Water Treatment Plant,"161 CHERRY ST, TORONTO, ON L5T 2L2",TORONTO,Miscellaneous Industrial,Toronto,CHLORIDE,Approval / Permit Non-Compliance,08/08/2022,08/08/2022,640.,ppm,/week,1,942,942,Additional Monitoring Underway,Voluntary Abatement Program Underway
ACCUWORX,Accuworx Inc. Mobile Water Treatment Plant,"161 CHERRY ST, TORONTO, ON L5T 2L2",TORONTO,Miscellaneous Industrial,Toronto,CHLORIDE,Approval / Permit Non-Compliance,09/06/2022,09/12/2022,640.,ppm,/week,1,716,716,Additional Monitoring Underway,Voluntary Abatement Program Underway
ACCUWORX,Accuworx Inc. Mobile Water Treatment Plant,"161 CHERRY ST, TORONTO, ON L5T 2L2",TORONTO,Miscellaneous Industrial,Toronto,CHLORIDE,Approval / Permit Non-Compliance,09/27/2022,10/04/2022,640., ppm,/week,2,1920,2470,Additional Monitoring Underway,Voluntary Abatement Program Underway
ACCUWORX,Accuworx Inc. Mobile Water Treatment Plant,"161 CHERRY ST, TORONTO, ON L5T 2L2",TORONTO,Miscellaneous Industrial,Toronto,CHLORIDE,Approval / Permit Non-Compliance,11/15/2022,11/24/2022,640., ppm,/week,2,952,1380,Additional Monitoring Underway,Voluntary Abatement Program Underway
GERDAU AMERISTEEL CORPORATION,Gerdau Ameristeel Corporation - Whitby,"	1 GERDAU CRT",WHITBY,Iron and Steel,York-Durham,OIL AND GREASE,Approval / Permit Non-Compliance,11/01/2022,11/30/2022,15.,mg/L,mon avg,1,16.25,16.25,Action Plan Submitted,Director's Order Issued
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,02/17/2022,02/17/2022,53,µg/L,Every two months,1,1100,1100,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,02/17/2022,02/17/2022,53,µg/L,Every two months,1,1000,1000,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,04/29/2022,04/29/2022,53,µg/L,Every two months,1,60,60,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway,Assessment Underway; Voluntary Abatement Program Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,06/30/2022,06/30/2022,53,mg/L,Every two months,1,160,160,Other,Assessment Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,06/30/2022,06/30/2022,53,mg/L,Every two months,1,150,150,Other,Assessment Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,08/22/2022,08/22/2022,53,µg/L,Every two months,1,230,230,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,08/22/2022,08/22/2022,53,µg/L,Every two months,1,280,280,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,10/19/2022,10/19/2022,53,µg/L,Every two months,1,200,200,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,10/19/2022,10/19/2022,53,µg/L,Every two months,1,230,230,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,12/12/2022,12/12/2022,53,µg/L,Every two months,1,140,140,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Stella-Jones Inc.,1 Ram Forest Road,1 Ram Forest Rd Gormley,Whitchurch-Stouffville,Miscellaneous Industrial,York-Durham,COPPER,Approval / Permit Non-Compliance,12/12/2022,12/12/2022,53,µg/L,Every two months,1,160,160,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
G. Tackaberry & Sons Construction Company Limited,Perth Quarry,southeast side of Highway 7,Drummond-North Elmsley,Industrial Minerals,Ottawa,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,01/21/2022,01/21/2022,25,mg/L, /mon,1,33,33,New/Modified Sampling Program Underway,Assessment Complete - Incident Resolved
ROSEBURG FOREST PRODUCTS,Roseburg Forest Products Ltd.,"777 FIBREBOARD DR, LAURENTIAN VALLEY, ON K8A 6W4",LAURENTIAN VALLEY,Miscellaneous Industrial,Ottawa,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,05/18/2022,05/18/2022,25,mg/L,/mon,1,141,141,Other,Assessment Underway
970207 Ontario Limited,Trent Valley Honda,851 Highway No. 7 Lot 26 Concession 11,Otonabee-South Monaghan,Miscellaneous Industrial,Peterborough,TOLUENE,Approval / Permit Non-Compliance,02/11/2022,02/11/2022,0.8,µg/L,/mon,1,0.9,0.9,Additional Monitoring Underway,Assessment Complete - Incident Resolved
970207 Ontario Limited,Trent Valley Honda,851 Highway No. 7 Lot 26 Concession 11,Otonabee-South Monaghan,Miscellaneous Industrial,Peterborough,TOLUENE,Approval / Permit Non-Compliance,03/17/2022,03/17/2022,0.8,µg/L,/mon,1,1,1,Operational Process Modification,Voluntary Abatement Program Underway
Covia Canada Ltd./Covia Canada Ltée,Covia - Blue Mountain Facility - 260 Unimin Road,260 Unimin Rd.,Havelock-Belmont-Methuen,Industrial Minerals,Peterborough,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,07/25/2022,07/25/2022,50,mg/L,/d,1,76,76,Additional Monitoring Underway,Assessment Complete - Incident Resolved
DOMTAR INC.,Domtar Inc - Dryden Mill,1 Duke St,Dryden,Pulp and Paper,Kenora,BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,12/01/2022,12/31/2022,"5,000",kg/d,/mon,1,"8,498","8,498",Action Plan Submitted,Other Action Taken
DOMTAR INC.,Domtar Inc - Dryden Mill,1 Duke St,Dryden,Pulp and Paper,Kenora,BIOCHEMICAL OXYGEN DEMAND,Approval / Permit Non-Compliance,12/11/2022,12/31/2022,"9,000", kg/d,/d,12,"9,440","11,570",Action Plan Submitted,Other Action Taken
Glencore Canada Corporation,Mattabi Mine,"Parts 1, 2, 4 through 6, 10;12 through 15 on Ref Plan 23R-3172, Part 3 on RP 23R-9854, Parts 3, 7 through 9; 11 on RP 55R-1473, and Part 1 on RP 55R-10765",Grand Trunk Pacific Block 7; District of Kenora,Industrial Minerals,Kenora,ZINC,Approval / Permit Non-Compliance,09/01/2022,09/30/2022,0.5,mg/L,mon avg,1,6.43,6.43,Ceased Operations; New Equipment or Treatment Process Installed,Voluntary Abatement Program Underway
Glencore Canada Corporation,Mattabi Mine,"Parts 1, 2, 4 through 6, 10;12 through 15 on Ref Plan 23R-3172, Part 3 on RP 23R-9854, Parts 3, 7 through 9; 11 on RP 55R-1473, and Part 1 on RP 55R-10765",Grand Trunk Pacific Block 7; District of Kenora,Industrial Minerals,Kenora,ZINC,Approval / Permit Non-Compliance,09/29/2022,09/29/2022,1,mg/L, /d,1,25.3,25.3,Ceased Operations; New Equipment or Treatment Process Installed,Voluntary Abatement Program Underway
Glencore Canada Corporation,Mattabi Mine,"Parts 1, 2, 4 through 6, 10;12 through 15 on Ref Plan 23R-3172, Part 3 on RP 23R-9854, Parts 3, 7 through 9; 11 on RP 55R-1473, and Part 1 on RP 55R-10765",Grand Trunk Pacific Block 7; District of Kenora,Industrial Minerals,Kenora,ZINC,Approval / Permit Non-Compliance,10/01/2022,10/13/2022,0.5,mg/L,mon avg,1,2.55,2.55,Ceased Operations; New Equipment or Treatment Process Installed,Voluntary Abatement Program Underway
Glencore Canada Corporation,Mattabi Mine,"Parts 1, 2, 4 through 6, 10;12 through 15 on Ref Plan 23R-3172, Part 3 on RP 23R-9854, Parts 3, 7 through 9; 11 on RP 55R-1473, and Part 1 on RP 55R-10765",Grand Trunk Pacific Block 7; District of Kenora,Industrial Minerals,Kenora,ZINC,Approval / Permit Non-Compliance,10/06/2022,10/06/2022,1,mg/L, /d,1,1.74,1.74,Ceased Operations; New Equipment or Treatment Process Installed,Voluntary Abatement Program Underway
Glencore Canada Corporation,Mattabi Mine,"Parts 1, 2, 4 through 6, 10;12 through 15 on Ref Plan 23R-3172, Part 3 on RP 23R-9854, Parts 3, 7 through 9; 11 on RP 55R-1473, and Part 1 on RP 55R-10765",Grand Trunk Pacific Block 7; District of Kenora,Industrial Minerals,Kenora,ZINC,Approval / Permit Non-Compliance,10/13/2022,10/13/2022,1,mg/L, /d,1,3.36,3.36,Ceased Operations; New Equipment or Treatment Process Installed,Voluntary Abatement Program Underway
INTERFOR,Elk Lake Mill,"1 SIXTH ST, ELK LAKE, JAMES, ON ",JAMES,Miscellaneous Industrial,North Bay,OIL AND GREASE,Approval / Permit Non-Compliance,05/17/2022,05/17/2022,15,mg/L,/quarter,1,20,20,Operational Process Modified,Voluntary Abatement Program Underway
INTERFOR,Elk Lake Mill,"1 SIXTH ST, ELK LAKE, JAMES, ON ",JAMES,Miscellaneous Industrial,North Bay,OIL AND GREASE,Approval / Permit Non-Compliance,07/29/2022,07/29/2022,15,mg/L,/quarter,1,25,25,Operational Process Modified,Voluntary Abatement Program Underway
INTERFOR,Elk Lake Mill,"1 SIXTH ST, ELK LAKE, JAMES, ON ",JAMES,Miscellaneous Industrial,North Bay,OIL AND GREASE,Approval / Permit Non-Compliance,11/23/2022,11/23/2022,15,mg/L,/quarter,1,19,19,Operational Process Modified,Voluntary Abatement Program Underway
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,01/01/2022,01/31/2022,15,mg/L,mon avg,1,15.1,15.1,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - LOW,Approval / Permit Non-Compliance,01/12/2022,01/13/2022,6, pH,any,2,5.54,5.66,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - HIGH,Approval / Permit Non-Compliance,01/13/2022,01/15/2022,9, pH,any,3,9.64,10.92,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,IRON,Approval / Permit Non-Compliance,02/28/2022,02/28/2022,2,mg/L,any,1,2.7,2.7,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,IRON,Approval / Permit Non-Compliance,03/01/2022,03/31/2022,2,mg/L,any,5,2.8,10.1,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,IRON,Approval / Permit Non-Compliance,03/01/2022,03/31/2022,1,mg/L,mon avg,1,2.77,2.77,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,03/01/2022,03/31/2022,15,mg/m³,mon avg,1,24.5,24.5,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,03/02/2022,03/30/2022,30, mg/L,/d,2,33,49,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - LOW,Approval / Permit Non-Compliance,03/09/2022,03/25/2022,6, pH,any,3,5.46,5.8,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - HIGH,Approval / Permit Non-Compliance,03/23/2022,03/27/2022,9, pH,any,4,9.14,11.01,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - LOW,Approval / Permit Non-Compliance,04/01/2022,04/27/2022,6, pH,any,11,4.49,5.83,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - HIGH,Approval / Permit Non-Compliance,04/02/2022,06/26/2022,9, pH,any,2,9.03,9.25,Additional Monitoring Underway,Director's Order Issued
"ONTARIO GRAPHITE, LTD.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - LOW,Approval / Permit Non-Compliance,05/01/2022,05/18/2022,6, pH,any,2,4.96,5.6,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,ACUTE LETHALITY - DAPHNIA,Approval / Permit Non-Compliance,05/04/2022,05/04/2022,0,acute toxicity,any,1,1,1,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - LOW,Approval / Permit Non-Compliance,05/19/2022,05/20/2022,6,pH,any,2,5.86,5.96,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,ACUTE LETHALITY - DAPHNIA,Approval / Permit Non-Compliance,06/01/2022,06/01/2022,0,acute toxicity,any,1,1,1,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,ACUTE LETHALITY - TROUT,Approval / Permit Non-Compliance,06/01/2022,06/01/2022,0,acute toxicity,any,1,1,1,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,TOTAL SUSPENDED SOLIDS,Approval / Permit Non-Compliance,06/01/2022,06/30/2022,15,mg/L,mon avg,1,16.45,16.45,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - LOW,Approval / Permit Non-Compliance,06/08/2022,06/08/2022,6,pH,any,1,4.4,4.4,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - LOW,Approval / Permit Non-Compliance,06/09/2022,06/09/2022,6,pH,any,1,5.67,5.67,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - LOW,Approval / Permit Non-Compliance,06/10/2022,06/10/2022,6,pH,any,1,5.06,5.06,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - LOW,Approval / Permit Non-Compliance,06/12/2022,06/12/2022,6,pH,any,1,5.84,5.84,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,PH - HIGH,Approval / Permit Non-Compliance,06/13/2022,06/13/2022,9,pH,any,1,9.06,9.06,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,ACUTE LETHALITY - DAPHNIA,Approval / Permit Non-Compliance,08/10/2022,08/10/2022,0,acute toxicity,any,1,1,1,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,ACUTE LETHALITY - DAPHNIA,Approval / Permit Non-Compliance,08/15/2022,08/15/2022,0,acute toxicity,any,1,1,1,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,ACUTE LETHALITY - TROUT,Approval / Permit Non-Compliance,08/15/2022,08/15/2022,0,acute toxicity,any,1,1,1,Additional Monitoring Underway,Director's Order Issued
"Ontario Graphite, Ltd.",Kearney Mine,"LOT:7, CONCESSION:10, GEOTOWNSHIP:BUTT, KEARNEY, ON ",KEARNEY,Metal Mining and Refining,North Bay,ACUTE LETHALITY - DAPHNIA,Approval / Permit Non-Compliance,08/19/2022,08/19/2022,0,acute toxicity,any,1,1,1,Additional Monitoring Underway,Director's Order Issued
