Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-04-01,2021-07-31,0.5,mg/L,rolling avg,1,1.57,1.57,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,POTASSIUM,ECA/CofA/Permit Non-Compliance,2021-04-01,2021-07-31,25,mg/L,rolling avg,1,27.09,27.09,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,ZINC,ECA/CofA/Permit Non-Compliance,2021-04-01,2021-07-31,0.1,mg/L,rolling avg,1,0.14,0.14,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,NITRATES,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-09-30,20,mg/L,rolling avg,1,39,39,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-06-01,2021-09-30,0.5,mg/L,rolling avg,1,1.24,1.24,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,POTASSIUM,ECA/CofA/Permit Non-Compliance,2021-06-01,2021-09-30,25,mg/L,rolling avg,1,25.53,25.53,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,NITRATE (AS NITROGEN),ECA/CofA/Permit Non-Compliance,2021-07-01,2021-10-31,20,mg/L,rolling avg,1,25.7,25.7,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-07-01,2021-10-31,0.5,mg/L,rolling avg,1,0.97,0.97,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,NITRATE (AS NITROGEN),ECA/CofA/Permit Non-Compliance,2021-08-01,2021-11-30,20,mg/L,rolling avg,1,22.54,22.54,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-08-01,2021-11-30,0.5,mg/L,rolling avg,1,0.9,0.9,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,ZINC,ECA/CofA/Permit Non-Compliance,2021-08-01,2021-11-30,0.1,mg/L,rolling avg,1,0.12,0.12,Action Plan Submitted - Implementing Improvements,Other Abatement Action Taken
1573903 Ontario Ltd.,Cedar Line Farms Ltd / Cedarline Greenhouse,"11080 Baseline Rd, Dresden",Chatham-Kent,Miscellaneous Industrial,Sarnia,ZINC,ECA/CofA/Permit Non-Compliance,2021-09-01,2021-12-31,0.1,mg/L,rolling avg,1,0.17,0.17,Action Plan Submitted - Implementing Improvements,Assessment Complete - No Action Required
1659437 Ontario Limited and 1659439 Ontario Limited acting as general partners and operating as DC Farms,1557 County Road 34,1557 County Road 34 Lot 9 Concession 3 Eastern Division Geographic Township of Gosfield,Kingsville,Miscellaneous Industrial,Windsor,COPPER,ECA/CofA/Permit Non-Compliance,2021-03-22,2021-06-15,0.02,mg/L,rolling avg,1,0.0596,0.0596,Action Plan Submitted - Implementing Improvements,Assessment Underway
1659437 Ontario Limited and 1659439 Ontario Limited acting as general partners and operating as DC Farms,1557 County Road 34,1557 County Road 34 Lot 9 Concession 3 Eastern Division Geographic Township of Gosfield,Kingsville,Miscellaneous Industrial,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-03-22,2021-06-15,0.5,mg/L,rolling avg,1,0.607,0.607,Action Plan Submitted - Implementing Improvements,Assessment Underway
1659437 Ontario Limited and 1659439 Ontario Limited acting as general partners and operating as DC Farms,1557 County Road 34,1557 County Road 34 Lot 9 Concession 3 Eastern Division Geographic Township of Gosfield,Kingsville,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-03-22,2021-06-15,0.1,mg/L,rolling avg,1,0.103,0.103,Action Plan Submitted - Implementing Improvements,Assessment Underway
1659437 Ontario Limited and 1659439 Ontario Limited acting as general partners and operating as DC Farms,1557 County Road 34,1557 County Road 34 Lot 9 Concession 3 Eastern Division Geographic Township of Gosfield,Kingsville,Miscellaneous Industrial,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-04-21,2021-07-14,0.5,mg/L,rolling avg,1,0.967,0.967,Action Plan Submitted - Implementing Improvements,Assessment Underway
1659437 Ontario Limited and 1659439 Ontario Limited acting as general partners and operating as DC Farms,1557 County Road 34,1557 County Road 34 Lot 9 Concession 3 Eastern Division Geographic Township of Gosfield,Kingsville,Miscellaneous Industrial,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-05-01,2021-08-31,0.5,mg/L,rolling avg,1,0.53025,0.53025,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
1974568 Ontario Limited,Aphria/Diamond Greenhouse,620 County Road 14,Leamington,Miscellaneous Industrial,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,0.3,mg/L,rolling avg,1,0.4,0.4,Operational Process Modification,Assessment Complete - Incident Resolved
2847172 Ontario Inc.,Bridgenorth Car Wash,1041 Gore Street,Selwyn,Industrial Sewage,Peterborough,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-02-11,2021-02-11,0.25,mg/L,any,1,0.62,0.62,Additional monitoring underway,Assessment Complete - No Action Required
Agriville Farms Ltd.,Agriville Farms Ltd.,1600 Kratz Rd,Kingsville,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2020-10-01,2021-01-21,0.1,mg/L,rolling avg,1,0.11475,0.11475,Other,Assessment Underway
Alamos Gold Inc.,Young-Davidson Mine,Young-Davidson Mine Site - Highway 566,Matachewan,Metal Mining and Refining,Timmins,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-04-28,2021-04-28,30,mg/L, /d,1,150,150,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved; Voluntary Abatement Program Underway; Environmental Penalty Order Issued
Algoma Steel Inc.,Algoma Steel Inc. - 105 West Street,105 West St,Sault Ste. Marie,Iron and Steel,Sault Ste. Marie,PHENOL,ECA/CofA/Permit Non-Compliance,2021-09-01,2021-09-30,1.45,kg/d,mon avg,1,1.9566,1.9566,Other,Assessment Underway; Other Abatement Action Taken
Algoma Steel Inc.,Algoma Steel Inc. - 105 West Street,105 West St,Sault Ste. Marie,Iron and Steel,Sault Ste. Marie,Phenol,ECA/CofA/Permit Non-Compliance,2021-09-28,2021-09-28,4.34,kg/d,daily avg,1,7.6033,7.6033,Other,Assessment Underway; Other Abatement Action Taken
Algoma Tubes Inc.,Algoma Tubes,547 Wallace Terr,Sault Ste. Marie,Iron and Steel,Sault Ste. Marie,ACUTE LETHALITY - DAPHNIA,ECA/CofA/Permit Non-Compliance,2021-02-03,2021-02-03,0,acute toxicity,any,1,1,1,Action Plan Submitted - Implementing Improvements; Conducting Study,Environmental Penalty Order Issued
Algoma Tubes Inc.,Algoma Tubes,547 Wallace Terr,Sault Ste. Marie,Iron and Steel,Sault Ste. Marie,ACUTE LETHALITY - DAPHNIA,ECA/CofA/Permit Non-Compliance,2021-12-20,2021-12-20,0,acute toxicity,any,1,1,1,Additional Monitoring Underway; Conducting Study; Equipment Modified - Repaired - Replaced or Re-calibrated,Other Abatement Action Taken; Provincial Officer's Order Issued
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-03-09,2021-03-09,1760,kg/d, /d,1,2658,2658,Other,Assessment Complete - Incident Resolved; Other Abatement Action Taken
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,ZINC,ECA/CofA/Permit Non-Compliance,2021-03-09,2021-03-09,36,kg/d, /d,1,72.5,72.5,Other,Assessment Complete - Incident Resolved; Other Abatement Action Taken
Belwood Poultry Limited,Belwood Poultry Limited,4272 Conc 4 N,Amherstburg,Miscellaneous Industrial,Windsor,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,5,mg/L,mon avg,1,7,7,Operational Process Modification,Assessment Complete - No Action Required
Boem Berry Farms Inc.,Boem Berry Farms Inc.,684 Road 2 E Part Lot 4 Concession 2 ED,Kingsville,Miscellaneous Industrial,Windsor,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2020-11-01,2021-02-28,0.5,mg/L,rolling avg,1,1.32,1.32,Other,Assessment Underway
Boem Berry Farms Inc.,Boem Berry Farms Inc.,684 Road 2 E Part Lot 4 Concession 2 ED,Kingsville,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2020-11-01,2021-02-28,0.1,mg/L,rolling avg,1,0.15,0.15,Other,Assessment Underway
Canadian Nuclear Laboratories,Mill St Pumping Station,"95 Mill St, South",Port Hope,Miscellaneous Industrial,Peterborough,BORON,ECA/CofA/Permit Non-Compliance,2021-03-31,2021-04-07,1500,ug/L,Weekly,2,1800,2400,Additonal Monitoring Underway,Assessment Complete - No Action Required
Colasanti Farms Limited,1500 Road 3 East,1500 Road 3 E,Kingsville,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-04-01,2021-04-30,0.1,mg/L,rolling avg,1,0.947,0.947,Other,Assessment Underway
"Colonial Construction, Store Fixtures & Equipment Ltd.",Wayside Dining Lounge,10680 Sunset Rd,Southwold,Miscellaneous Industrial,London,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-05-01,2021-05-31,1,mg/L,mon avg,1,1.24,1.24,Operational Process Modification,Assessment Complete - Incident Resolved
CRH Canada Group Inc.,Ash Grove,2391 Lakeshore Rd W,Mississauga,Industrial Minerals,Halton-Peel,TOTAL SUSPENDED SOLIDS,Legislation Non-Compliance,2021-02-02,2021-09-07,50,mg/L,any,3,53.4,84.8,Action Plan Submitted - Implementing Improvements; New/Amended Approval,Assessment Underway; Other Abatement Action Taken
CRH Canada Group Inc.,Ash Grove,2391 Lakeshore Rd W,Mississauga,Industrial Minerals,Halton-Peel,TOTAL SUSPENDED SOLIDS,Legislation Non-Compliance,2021-02-02,2021-07-31,25,mg/L,mon avg,2,27.1,31.4,Action Plan Submitted - Implementing Improvements; New/Amended Approval,Assessment Underway; Other Abatement Action Taken
Di Ciocco Farms Eastside Inc.,Di Ciocco Farms Eastside Incorporated,308 Talbot St E,Leamington,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-10-18,2021-11-25,0.1,mg/L,rolling avg,1,0.175,0.175,Additional Monitoring Underway,Assessment Underway
Di Ciocco Farms Eastside Inc.,Di Ciocco Farms Eastside Incorporated,308 Talbot St E,Leamington,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-11-25,2021-12-15,0.1,mg/L,rolling avg,1,0.168,0.168,Additional Monitoring Underway,Assessment Underway
Di Ciocco Farms Incorporated,Di Ciocco Farms Incorporated,294 Talbot St E,Leamington,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-02-01,2021-02-28,0.1,mg/L,rolling avg,1,0.27875,0.27875,Conducting Study,Assessment Underway
Di Ciocco Farms Incorporated,Di Ciocco Farms Incorporated,294 Talbot St E,Leamington,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-10-18,2021-11-25,0.1,mg/L,rolling avg,1,0.177,0.177,Additional Monitoring Underway,Assessment Underway
Di Ciocco Farms Incorporated,Di Ciocco Farms Incorporated,294 Talbot St E,Leamington,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-11-25,2021-12-15,0.1,mg/L,rolling avg,1,0.136,0.136,Additional Monitoring Underway,Assessment Underway
DiCiocco Sonny Farms Inc.,310 Talbot Road East,310 Talbot Rd E Lot 239 STR Concession,Leamington,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-11-26,2021-12-16,0.1,mg/L,rolling avg,1,0.241,0.241,Additional Monitoring Underway,Assessment Underway
Domtar Inc.,Domtar Wood Preserving Plant,"126 Marmora St,",Quinte West,Miscellaneous Industrial,Peterborough,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-03-20,2021-05-13,10,mg/L,Weekly,2,22,76,None Required,Assessment Complete - No Action Required
DVD Farms Limited,DVD FARMS,1132 Seacliff Dr E,Leamington,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-11-01,2021-11-30,0.1,mg/L,rolling avg,1,0.231,0.231,Additional Monitoring Underway,Assessment Underway
DVD Farms Limited,DVD FARMS,1132 Seacliff Dr E,Leamington,Miscellaneous Industrial,Windsor,ZINC,ECA/CofA/Permit Non-Compliance,2021-12-01,2021-12-31,0.1,mg/L,rolling avg,1,0.316,0.316,Additional Monitoring Underway,Assessment Underway
Envirofix Corporation; King & Benton Canal Bank Regeneration Lands Inc.,65 Canal Bank Street,65 Canal Bank St,Welland,Miscellaneous Industrial,Niagara,ZINC,ECA/CofA/Permit Non-Compliance,2021-09-02,2021-09-02,30,µg/L,any,1,37,37,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; Order Appealed,Other Abatement Action Taken; Provincial Officer's Order Issued
Envirofix Corporation; King & Benton Canal Bank Regeneration Lands Inc.,65 Canal Bank Street,65 Canal Bank St,Welland,Miscellaneous Industrial,Niagara,"AMMONIA, UNIONIZED",ECA/CofA/Permit Non-Compliance,2021-11-03,2021-11-03,20,µg/L,any,1,28,28,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; Order Appealed,Other Abatement Action Taken; Provincial Officer's Order Issued
Envirofix Corporation; King & Benton Canal Bank Regeneration Lands Inc.,65 Canal Bank Street,65 Canal Bank St,Welland,Miscellaneous Industrial,Niagara,MANGANESE,ECA/CofA/Permit Non-Compliance,2021-12-03,2021-12-03,50,µg/L,any,1,69,69,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; Order Appealed,Other Abatement Action Taken; Provincial Officer's Order Issued
Envirofix Corporation; King & Benton Canal Bank Regeneration Lands Inc.,65 Canal Bank Street,65 Canal Bank St,Welland,Miscellaneous Industrial,Niagara,SILVER,ECA/CofA/Permit Non-Compliance,2021-12-03,2021-12-03,0.1,µg/L,any,1,0.3,0.3,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; Order Appealed,Other Abatement Action Taken; Provincial Officer's Order Issued
Envirofix Corporation; King & Benton Canal Bank Regeneration Lands Inc.,65 Canal Bank Street,65 Canal Bank St,Welland,Miscellaneous Industrial,Niagara,ALUMINUM,ECA/CofA/Permit Non-Compliance,2021-12-10,2021-12-10,75,µg/L,any,1,78,78,Action Plan Submitted - Implementing Improvements; Additional Monitoring Underway; Equipment Modified - Repaired - Replaced or Re-calibrated; Order Appealed,Other Abatement Action Taken; Provincial Officer's Order Issued
"Ford Motor Company of Canada, Limited",Ford Windsor Engine Plant,1000 Henry Ford Centre Dr  3200 Seminole Street,Windsor,Miscellaneous Industrial,Windsor,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-07-16,2021-07-16,30,mg/L,"12 samples per year, spaced appropriately to represent yearly storm precipitation ",1,39.4,39.4,None Required,Assessment Complete - Incident Resolved
Fowler Construction Company Limited,Fleming Quarry,3230 Switch Rd,Ramara,Miscellaneous Industrial,Barrie,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-09-24,2021-12-10,25,mg/L,mon avg,4,46,72,Training/Procedure Change,Other Abatement Action Taken
GREENSTONE GOLD MINES GP INC.,Greenstone Gold Mines,"8000 Highway 11; PO Bag 10; Geraldton, Ontario; P0T 1M0",Greenstone,METAL MINING AND REFINING,Thunder Bay,IRON,ECA/CofA/Permit Non-Compliance,2021-09-01,2021-09-30,0.6,mg/L,mon avg,1,0.6235,0.6235,None Required,Assessment Complete - No Action Required
GREENSTONE GOLD MINES GP INC.,Greenstone Gold Mines,"8000 Highway 11; PO Bag 10; Geraldton, Ontario; P0T 1M0",Greenstone,METAL MINING AND REFINING,Thunder Bay,TOTAL AMMONIA NITROGEN,ECA/CofA/Permit Non-Compliance,2021-11-10,2021-11-13,6,mg/L,daily,4,6.06,7.18,Action Plan Submitted - Implementing Improvements,Notice of Violation
Gwillimdale Farms Ltd.,Gwillimdale Farms Ltd.,2026 Line 11 P.O. Box 1385,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,ECA/CofA/Permit Non-Compliance,2021-01-01,2021-01-31,25,mg/L,mon avg,1,285,285,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Gwillimdale Farms Ltd.,Gwillimdale Farms Ltd.,2026 Line 11 P.O. Box 1385,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-01-01,2021-01-31,1,mg/L,mon avg,1,3.7,3.7,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Gwillimdale Farms Ltd.,Gwillimdale Farms Ltd.,2026 Line 11 P.O. Box 1385,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-01-01,2021-01-31,25,mg/L,mon avg,1,102.25,102.25,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Gwillimdale Farms Ltd.,Gwillimdale Farms Ltd.,2026 Line 11 P.O. Box 1385,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,ECA/CofA/Permit Non-Compliance,2021-02-01,2021-02-28,25,mg/L,mon avg,1,265,265,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Gwillimdale Farms Ltd.,Gwillimdale Farms Ltd.,2026 Line 11 P.O. Box 1385,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,"PHOSPHORUS, TOTAL",ECA/CofA/Permit Non-Compliance,2021-02-01,2021-02-28,1,mg/L,mon avg,1,4.77,4.77,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Gwillimdale Farms Ltd.,Gwillimdale Farms Ltd.,2026 Line 11 P.O. Box 1385,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,TOTAL SUSPENDED SOLIDS,ECA/CofA/Permit Non-Compliance,2021-02-01,2021-02-28,25,mg/L,mon avg,1,204,204,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
Gwillimdale Farms Ltd.,Gwillimdale Farms Ltd.,2026 Line 11 P.O. Box 1385,Bradford West Gwillimbury,Miscellaneous Industrial,Barrie,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,ECA/CofA/Permit Non-Compliance,2021-03-01,2021-03-31,25,mg/L,mon avg,1,284,284,Action Plan Submitted - Implementing Improvements,Voluntary Abatement Program Underway
