Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère
RUSSELL,Embrun Lagoon,"1647 ROUTE 400, RUSSELL, ON K0A 1W0",RUSSELL,Municipal Sewage,Cornwall Area Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,10/18/2023,10/31/2023,2,mg/L,/season,1,5.6,5.6,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
RUSSELL,Embrun Lagoon,"1647 ROUTE 400, RUSSELL, ON K0A 1W0",RUSSELL,Municipal Sewage,Cornwall Area Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,04/03/2023,04/30/2023,10,mg/L,/season,1,14.7,14.7,Conducting Study,Assessment Underway
ERIE SHORES CAMPGROUND,Erie Shores Campground,"949 ESSEX COUNTY RD 50 E, ESSEX, ON N0R 1G0",Essex  ,Miscellaneous Communal,Windsor Area Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,05/01/2023,05/31/2023,1,mg/L,mon avg,2,1.23,1.84,Operational Process Modified,Voluntary Compliance Underway
ERIE SHORES CAMPGROUND,Erie Shores Campground,"949 ESSEX COUNTY RD 50 E, ESSEX, ON N0R 1G0",Essex  ,Miscellaneous Communal,Windsor Area Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,06/01/2023,06/30/2023,1,mg/L,mon avg,1,1.74,1.74,Operational Process Modified,Voluntary Compliance Underway
ERIE SHORES CAMPGROUND,Erie Shores Campground,"949 ESSEX COUNTY RD 50 E, ESSEX, ON N0R 1G0",Essex  ,Miscellaneous Communal,Windsor Area Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,07/01/2023,07/31/2023,1,mg/L,mon avg,1,1.87,1.87,Operational Process Modified,Voluntary Compliance Underway
ERIE SHORES CAMPGROUND,Erie Shores Campground,"949 ESSEX COUNTY RD 50 E, ESSEX, ON N0R 1G0",Essex  ,Miscellaneous Communal,Windsor Area Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,08/01/2023,08/31/2023,1,mg/L,mon avg,1,1.38,1.38,Operational Process Modified,Voluntary Compliance Underway
ERIE SHORES CAMPGROUND,Erie Shores Campground,"949 ESSEX COUNTY RD 50 E, ESSEX, ON N0R 1G0",Essex  ,Miscellaneous Communal,Windsor Area Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,09/01/2023,09/30/2023,1,mg/L,mon avg,1,1.15,1.15,Operational Process Modified,Voluntary Compliance Underway
ELLIOT LAKE,Esten Lake Water Pollution Control Plant,"70 SPINE RD, Elliot Lake, ON",Elliot Lake,Municipal Sewage,Sault Ste. Marie Area Office,ESCHERICHIA COLI,Approval/Permit Non-Compliance,08/01/2023,08/31/2023,200,CT/100mL,mon avg on a geo. mean density,1,251.5,251.5,Conducting Study,Assessment Underway
WEST NIPISSING,Field Water Pollution Control Plant,"LOT:14, CONCESSION:5, GEOTOWNSHIP:FIELD, WEST NIPISSING, ON P0H 1M0",WEST NIPISSING,Municipal Sewage,North Bay Area Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,08/01/2023,08/31/2023,0.19,kg/d,/mon,1,0.23,0.23,Action Plan Submitted,Voluntary Compliance Underway
WEST NIPISSING,Field Water Pollution Control Plant,"LOT:14, CONCESSION:5, GEOTOWNSHIP:FIELD, WEST NIPISSING, ON P0H 1M0",WEST NIPISSING,Municipal Sewage,North Bay Area Office,ESCHERICHIA COLI,Approval/Permit Non-Compliance,08/01/2023,08/31/2023,200,CT/100mL,mon avg on a geo. mean density,1,381,381,Equipment Modified - Repaired - Replaced or Re-calibrated,Addressed w/o Intervention
WEST NIPISSING,Field Water Pollution Control Plant,"LOT:14, CONCESSION:5, GEOTOWNSHIP:FIELD, WEST NIPISSING, ON P0H 1M0",WEST NIPISSING,Municipal Sewage,North Bay Area Office,UNIONIZED AMMONIA,Approval/Permit Non-Compliance,08/01/2023,08/31/2023,12.3,mg/L,mon avg,1,18.9,18.9,Conducting Study,Assessment Underway
WEST NIPISSING,Field Water Pollution Control Plant,"LOT:14, CONCESSION:5, GEOTOWNSHIP:FIELD, WEST NIPISSING, ON P0H 1M0",WEST NIPISSING,Municipal Sewage,North Bay Area Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,09/01/2023,09/30/2023,7.1,mg/L,/mon,1,11.6,11.6,Operational Process Modified,Assessment Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,01/01/2023,01/31/2023,10,mg/L,/30 days,1,29,29,Action Plan Submitted - Implementing Improvements,Additional Requirements Added in Certificate of Approval/Permit
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval/Permit Non-Compliance,01/01/2023,01/31/2023,10,mg/L,/30 days,1,16,16,Action Plan Submitted - Implementing Improvements,Additional Requirements Added in Certificate of Approval/Permit
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,01/01/2023,01/31/2023,2,mg/L,/30 days,1,3,3,Action Plan Submitted - Implementing Improvements,Additional Requirements Added in Certificate of Approval/Permit
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,01/01/2023,01/31/2023,0.25,mg/L,/30 days,1,0.75,0.75,Action Plan Submitted - Implementing Improvements,Additional Requirements Added in Certificate of Approval/Permit
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval/Permit Non-Compliance,02/01/2023,02/28/2023,10,mg/L,/30 days,1,14,14,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,02/01/2023,02/28/2023,10,mg/L,/30 days,1,44,44,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,02/01/2023,02/28/2023,0.25,mg/L,/30 days,1,1.06,1.06,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,02/01/2023,02/28/2023,2,mg/L,/30 days,1,4.4,4.4,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,04/01/2023,04/30/2023,0.25,mg/L,/30 days,1,0.38,0.38,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,04/01/2023,04/30/2023,2,mg/L,/30 days,1,42.8,42.8,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval/Permit Non-Compliance,04/01/2023,04/30/2023,10,mg/L,/30 days,1,15,15,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,04/01/2023,04/30/2023,10,mg/L,/30 days,1,23,23,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,05/01/2023,05/31/2023,10,mg/L,/30 days,1,19.8,19.8,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,05/01/2023,05/31/2023,0.25,mg/L,/30 days,1,0.39,0.39,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,05/01/2023,05/31/2023,2,mg/L,/30 days,1,38.2,38.2,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,06/01/2023,06/30/2023,2,mg/L,/30 days,1,36.5,36.5,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,06/01/2023,06/30/2023,10,mg/L,/30 days,1,13,13,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,07/01/2023,07/31/2023,10,mg/L,/30 days,1,13,13,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,07/01/2023,07/31/2023,2,mg/L,/30 days,1,35.3,35.3,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,08/01/2023,08/31/2023,2,mg/L,/30 days,1,27,27,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval/Permit Non-Compliance,08/01/2023,08/31/2023,10,mg/L,/30 days,1,11,11,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,08/01/2023,08/31/2023,10,mg/L,/30 days,1,17.8,17.8,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,08/01/2023,08/31/2023,0.25,mg/L,/30 days,1,0.37,0.37,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,09/01/2023,09/30/2023,2,mg/L,/30 days,1,28,28,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND,Approval/Permit Non-Compliance,09/01/2023,09/30/2023,10,mg/L,/30 days,1,11,11,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,09/01/2023,09/30/2023,0.25,mg/L,/30 days,1,0.52,0.52,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,09/01/2023,09/30/2023,10,mg/L,/30 days,1,23,23,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,10/01/2023,10/31/2023,10,mg/L,/30 days,1,20.5,20.5,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,10/01/2023,10/31/2023,2,mg/L,/30 days,1,26,26,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,10/01/2023,10/31/2023,0.25,mg/L,/30 days,1,0.42,0.42,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,11/01/2023,11/30/2023,10,mg/L,/30 days,1,26,26,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,11/01/2023,11/30/2023,2,mg/L,/30 days,1,16,16,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,11/01/2023,11/30/2023,0.25,mg/L,/30 days,1,0.66,0.66,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,NITROGEN; TOTAL,Approval/Permit Non-Compliance,11/01/2023,11/30/2023,3,mg/L,/30 days,1,7,7,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,12/01/2023,12/31/2023,2,mg/L,/30 days,1,28.5,28.5,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,NITROGEN; TOTAL,Approval/Permit Non-Compliance,12/01/2023,12/31/2023,3,mg/L,/30 days,1,3.4,3.4,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,12/01/2023,12/31/2023,10,mg/L,/30 days,1,14,14,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
BROOKFIELD RESIDENTIAL (ONTARIO) LP,FIELDSTONE RESIDENTIAL COMMUNITY SEWAGE TREATMENT PLANT,"55 FRENCH DR, MONO, ON L9W 6T5",MONO,Miscellaneous Communal,Guelph District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,12/01/2023,12/31/2023,0.25,mg/L,/30 days,1,0.37,0.37,Action Plan Submitted - Implementing Improvements,Voluntary Compliance Underway
FLAVOR FRESH FARMS,Flavor Fresh Farms,"635 MERSEA RD 7, LEAMINGTON, ON N0P 2J0",Leamington,Miscellaneous Communal,Windsor Area Office,TOTAL AMMONIA NITROGEN,Approval/Permit Non-Compliance,03/01/2023,09/30/2023,3,mg/L,rolling avg,2,3.7,4.4,Operational Process Modified,Addressed w/o Intervention
FLAVOR FRESH FARMS,Flavor Fresh Farms,"635 MERSEA RD 7, LEAMINGTON, ON N0P 2J0",Leamington,Miscellaneous Communal,Windsor Area Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,10/01/2023,11/30/2023,0.3,mg/L,rolling avg,2,1,1.6,Operational Process Modified,Addressed w/o Intervention
ONE FLORAL JORDAN,Floral Group Operating Inc.,"451 SEACLIFF DR W, LEAMINGTON, ON ",Leamington,Miscellaneous Communal,Windsor Area Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,02/01/2023,09/30/2023,0.3,mg/L,rolling avg,3,0.31,0.35,Operational Process Modified,Addressed w/o Intervention
THE FOREST-CLIFF CAMPS,Forest Cliff Camp,"8324 GLENDALE DR, LAMBTON SHORES, ON N0N 1J7",LAMBTON SHORES,Miscellaneous Communal,Sarnia District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,06/01/2023,06/30/2023,0.5,mg/L,mon avg,1,1.21,1.21,Operational Process Modified,Addressed w/o Intervention
Regional Municipality of Waterloo,Foxboro Green Retirement Community,"87 FOXBORO DR, WILMOT, ON N0B 2L0",WILMOT,Miscellaneous Communal,Guelph District Office,FLOW,Approval/Permit Non-Compliance,07/27/2023,07/27/2023,21.6,m³/d,/day,1,23.15,23.15,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,05/01/2023,05/31/2023,25,mg/L,/mon,1,30.8,30.8,Operational Process Modified,Voluntary Compliance Underway
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,05/01/2023,05/31/2023,70,kg/d,/mon,1,99.7,99.7,Operational Process Modified,Voluntary Compliance Underway
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,04/01/2023,04/30/2023,70,kg/d,mon avg,1,206.8,206.8,Operational Process Modified,Voluntary Compliance Underway
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,04/01/2023,04/30/2023,25,mg/L,mon avg,1,53.4,53.4,Operational Process Modified,Voluntary Compliance Underway
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,05/01/2023,05/31/2023,0.25,mg/L,/mon,1,0.33,0.33,Operational Process Modified,Voluntary Compliance Underway
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,05/01/2023,05/31/2023,0.7,kg/d,/mon,1,1.06,1.06,Operational Process Modified,Voluntary Compliance Underway
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,04/01/2023,04/30/2023,0.25,mg/L,mon avg,1,0.54,0.54,Operational Process Modified,Voluntary Compliance Underway
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,04/01/2023,04/30/2023,0.25,kg/d,mon avg,1,2.11,2.11,Operational Process Modified,Voluntary Compliance Underway
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,01/01/2023,01/31/2023,0.25,mg/L,/mon,1,0.31,0.31,Resolved w/o Actions Required,Addressed w/o Intervention
QUINTE WEST,Frankford Water Pollution Control Plant,"174  TRENT ST N, FRANKFORD, QUINTE WEST, ON K0K 2C0",QUINTE WEST,Municipal Sewage,Peterborough District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,01/01/2023,01/31/2023,0.7,kg/d,/mon,1,0.95,0.95,Resolved w/o Actions Required,Addressed w/o Intervention
HORNBLOWER CRUISES AND EVENTS CANADA LTD.,GANANOQUE CITY CRUISES - IVY LEA PORT,"95 IVY LEA RD, LEEDS AND THE THOUSAND ISLANDS, ON ",LEEDS AND THE THOUSAND ISLANDS,Miscellaneous Communal,Kingston District Office,PHOSPHORUS; TOTAL,Approval/Permit Non-Compliance,10/12/2023,10/24/2023,1,mg/L,mon avg,1,2.17,2.17,New Equipment or Treatment Process Installed,Event Resolved
HORNBLOWER CRUISES AND EVENTS CANADA LTD.,GANANOQUE CITY CRUISES - IVY LEA PORT,"95 IVY LEA RD, LEEDS AND THE THOUSAND ISLANDS, ON ",LEEDS AND THE THOUSAND ISLANDS,Miscellaneous Communal,Kingston District Office,"SUSPENDED SOLIDS, TOTAL",Approval/Permit Non-Compliance,10/12/2023,10/24/2023,25,mg/L,mon avg,1,65,65,New Equipment or Treatment Process Installed,Event Resolved
