Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère,Modélisation de la dispersion atmosphérique
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,SULPHUR DIOXIDE,Legislation Non-Compliance,12/28/2023,12/28/2023,100,µg/m³,/hr,1,103.5,103.5,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved, Based on Air Dispersion Modeling  
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,SULPHUR DIOXIDE,Legislation Non-Compliance,12/25/2023,12/25/2023,100,µg/m³,/hr,1,103.5,103.5,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved, Based on Air Dispersion Modeling  
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,SULPHUR DIOXIDE,Legislation Non-Compliance,11/27/2023,11/27/2023,290,kilogram (Kg),/hr,1,297.3,297.3,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,SULPHUR DIOXIDE,Legislation Non-Compliance,11/08/2023,11/08/2023,290,kilogram (Kg),/hr,1,291.8,291.8,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,SULPHUR DIOXIDE,Legislation Non-Compliance,10/08/2023,10/08/2023,210,kilogram (Kg),/hr,12,298.3,298.3,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,SULPHUR DIOXIDE,Legislation Non-Compliance,08/15/2023,08/15/2023,210,kilogram (Kg),/hr,1,302.2,302.2,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
IMPERIAL OIL LIMITED,Imperial Oil Limited - Nanticoke Refinery,"225 CONCESSION 2, NANTICOKE, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Petroleum Refining,Hamilton District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,06/28/2023,06/29/2023,225,kilogram (Kg),24 hr rolling avg,36,226,"40,608",Equipment Modified - Repaired - Replaced or Re-calibrated,Other Action Taken, Based on Air Dispersion Modeling  
IMPERIAL OIL LIMITED,Imperial Oil Limited - Nanticoke Refinery,"225 CONCESSION 2, NANTICOKE, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Petroleum Refining,Hamilton District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,10/11/2023,10/12/2023,225,kilogram (Kg),24 hr rolling avg,31,226,"8,240",Equipment Modified - Repaired - Replaced or Re-calibrated,Other Action Taken, Based on Air Dispersion Modeling  
IMPERIAL OIL LIMITED,Imperial Oil Limited - Sarnia - Refinery (Area 2),"602 CHRISTINA ST S, SARNIA, ON N7T 7M5",SARNIA,Petroleum Refining,Sarnia District Office,OPACITY,Legislation Non-Compliance,06/30/2023,06/30/2023,20,%,6 min avg,1,20.1,20.1,Other,Voluntary Compliance Underway,
IMPERIAL OIL LIMITED,Imperial Oil Limited - Sarnia - Refinery (Area 2),"602 CHRISTINA ST S, SARNIA, ON N7T 7M5",SARNIA,Petroleum Refining,Sarnia District Office,OPACITY,Legislation Non-Compliance,07/08/2023,07/08/2023,20,%,6 min avg,4,20.1,31.5,Other,Voluntary Compliance Underway,
IMPERIAL OIL LIMITED,Imperial Oil Limited - Sarnia - Refinery (Area 2),"602 CHRISTINA ST S, SARNIA, ON N7T 7M5",SARNIA,Petroleum Refining,Sarnia District Office,OPACITY,Legislation Non-Compliance,07/09/2023,07/09/2023,20,%,6 min avg,2,20.1,36,Other,Voluntary Compliance Underway,
IMPERIAL OIL LIMITED,Imperial Oil Limited - Sarnia - Refinery (Area 2),"602 CHRISTINA ST S, SARNIA, ON N7T 7M5",SARNIA,Petroleum Refining,Sarnia District Office,OPACITY,Legislation Non-Compliance,07/10/2023,07/10/2023,20,%,6 min avg,3,20.1,36,Other,Voluntary Compliance Underway,
IMPERIAL OIL LIMITED,Imperial Oil Limited - Sarnia - Refinery (Area 2),"602 CHRISTINA ST S, SARNIA, ON N7T 7M5",SARNIA,Petroleum Refining,Sarnia District Office,OPACITY,Legislation Non-Compliance,09/12/2023,09/12/2023,20,%,6 min avg,4,20.1,26,Other,Voluntary Compliance Underway,
IMPERIAL OIL LIMITED,Imperial Oil Limited - Sarnia - Refinery (Area 2),"602 CHRISTINA ST S, SARNIA, ON N7T 7M5",SARNIA,Petroleum Refining,Sarnia District Office,OPACITY,Legislation Non-Compliance,10/12/2023,10/12/2023,40,%,6 min avg,17,40.1,43,Other,Voluntary Compliance Underway,
IMPERIAL OIL LIMITED,Imperial Oil Limited - Sarnia - Refinery (Area 2),"602 CHRISTINA ST S, SARNIA, ON N7T 7M5",SARNIA,Petroleum Refining,Sarnia District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,11/29/2023,11/29/2023,225,kilogram (Kg),24 hr,1,10919,10919,Action Plan Submitted - Implementing Improvements ,Other Action Taken,
IMPERIAL OIL LIMITED,Imperial Oil Limited - Sarnia - Refinery (Area 2),"602 CHRISTINA ST S, SARNIA, ON N7T 7M5",SARNIA,Petroleum Refining,Sarnia District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,12/05/2023,12/05/2023,225,kilogram (Kg),24 hr,1,991,991,Action Plan Submitted - Implementing Improvements ,Other Action Taken,
INGREDION CANADA CORPORATION,Ingredion Canada Corp.,"1100 GREEN VALLEY RD, LONDON, ON ",London,Miscellaneous Industrial,London District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,07/01/2023,07/01/2023,100,µg/m³,/hr,1,340,340,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway,
GREENFIRST FOREST PRODUCTS INC.,Kapuskasing Operations,"1 GOVERNMENT RD, KAPUSKASING, ON P5N 2Y2",KAPUSKASING,Pulp and Paper,Timmins District Office,OPACITY,Legislation Non-Compliance,01/01/2023,01/01/2023,20,%,6 min avg,1,36,37,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway,
GREENFIRST FOREST PRODUCTS INC.,Kapuskasing Operations,"1 GOVERNMENT RD, KAPUSKASING, ON P5N 2Y2",KAPUSKASING,Pulp and Paper,Timmins District Office,OPACITY,Legislation Non-Compliance,01/13/2023,01/13/2023,20, %,6 min avg,2,22,22,Operational Process Modified,Assessment Complete - No action required,
GREENFIRST FOREST PRODUCTS INC.,Kapuskasing Operations,"1 GOVERNMENT RD, KAPUSKASING, ON P5N 2Y2",KAPUSKASING,Pulp and Paper,Timmins District Office,OPACITY,Legislation Non-Compliance,01/28/2023,01/28/2023,20, %,6 min avg,2,32,51,None Required,Assessment Complete - No action required,
KERRY CANADA - RENFREW,Kerry Canada - Renfrew,"1 INNOVATION DR, RENFREW, ON K7V 0B5",RENFREW,Miscellaneous Industrial,Ottawa District Office,MANGANESE,Legislation Non-Compliance,09/27/2023,12/31/2023,0.4,µg/m³,/day,365,1.08,1.8,Action Plan Submitted - Implementing Improvements ,Assessment Underway,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,12/14/2023,12/14/2023,20,%,6 min avg,1,27,27,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,11/11/2023,11/11/2023,20,%,6 min avg,1,24,24,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,11/08/2023,11/08/2023,20,%,6 min avg,1,24.4,24.4,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,10/28/2023,10/28/2023,20,%,6 min avg,1,24,24,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,10/19/2023,10/19/2023,20,%,6 min avg,1,23,23,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,10/12/2023,10/12/2023,20,%,6 min avg,1,34,34,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,10/09/2023,10/09/2023,20,%,6 min avg,1,22.2,22.2,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Underway,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,10/06/2023,10/06/2023,20,%,6 min avg,1,22,22,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,10/02/2023,10/02/2023,20,%,6 min avg,2,39,54,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,09/26/2023,09/26/2023,20,%,6 min avg,1,99,99,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,09/22/2023,09/22/2023,20,%,6 min avg,1,22.8,22.8,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,08/14/2023,08/14/2023,20,%,6 min avg,1,30.1,30.1,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,07/30/2023,07/30/2023,20,%,6 min avg,1,26,26,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
LAFARGE CANADA INC,Lafarge Bath Cement Plant,"6501 BATH RD, LOYALIST, ON K0H 1G0",LOYALIST,Industrial Minerals,Kingston District Office,OPACITY,Legislation Non-Compliance,04/06/2023,04/06/2023,20,%,6 min avg,1,20.1,22.8,Other,Voluntary Compliance Underway,
HEIDELBERG MATERIALS CANADA LIMITED,Lehigh Hanson Canada ULC,"130 CORESLAB DR, HAMILTON, ON L9H 0B2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,05/24/2023,05/24/2023,20,%,6 min avg,1,62.4,62.4,None Required,Assessment Complete - No action required,
AGNICO EAGLE MINES,Macassa Mine/Mill Site,"1350 GOVERNMENT RD W, KIRKLAND LAKE, ON P2N 3J1",KIRKLAND LAKE,Metal Mining and Refining,Timmins District Office,DUSTFALL,Legislation Non-Compliance,05/01/2023,06/30/2023,7,g/m²,/30 days,1,9.51,9.51,None Required,Assessment Complete - Incident Resolved,
AGNICO EAGLE MINES,Macassa Mine/Mill Site,"1350 GOVERNMENT RD W, KIRKLAND LAKE, ON P2N 3J1",KIRKLAND LAKE,Metal Mining and Refining,Timmins District Office,DUSTFALL,Legislation Non-Compliance,06/01/2023,06/30/2023,7,g/m²,/30 days,1,7.35,7.35,None Required,Assessment Complete - Incident Resolved,
AGNICO EAGLE MINES,Macassa Mine/Mill Site,"1350 GOVERNMENT RD W, KIRKLAND LAKE, ON P2N 3J1",KIRKLAND LAKE,Metal Mining and Refining,Timmins District Office,DUSTFALL,Legislation Non-Compliance,10/01/2023,10/31/2023,7,g/m²,/30 days,1,21,21,None Required,Assessment Complete - No action required,
MAPLE LEAF FOODS INC,Maple Leaf Foods Inc. - Brampton facility,"97 WALKER DR, BRAMPTON, ON L6T 4Z3",BRAMPTON,Miscellaneous Industrial,Halton-Peel District Office,NITROGEN OXIDES,Legislation Non-Compliance,01/01/2023,12/31/2023,400,µg/m³,/hr,1,643.36,643.36,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway, Based on Air Dispersion Modeling  
CRH CANADA GROUP INC.,Mississauga Cement Plant (Ash Grove),"2391 LAKESHORE RD W, MISSISSAUGA, ON ",MISSISSAUGA,Industrial Minerals,Halton-Peel District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,01/01/2023,12/31/2023,100,µg/m³,/hr,1,1256,1256,Action Plan Submitted - Implementing Improvements ,Other Action Taken,
CRH CANADA GROUP INC.,Mississauga Cement Plant (Ash Grove),"2391 LAKESHORE RD W, MISSISSAUGA, ON ",MISSISSAUGA,Industrial Minerals,Halton-Peel District Office,NITROGEN OXIDES,Legislation Non-Compliance,01/01/2023,12/31/2023,400,µg/m³,/hr,1,1653,1653,Action Plan Submitted - Implementing Improvements ,Other Action Taken,
CRH CANADA GROUP INC.,Mississauga Cement Plant (Ash Grove),"2391 LAKESHORE RD W, MISSISSAUGA, ON ",MISSISSAUGA,Industrial Minerals,Halton-Peel District Office,PARTICULATES,Approval/Permit Non-Compliance,07/10/2023,12/31/2023,15,mg/Nm³,avg of 3 consecutive samples,1,26,32.5,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
O-I CANADA CORP.,O-I Canada Corp.,"100 WEST DR, BRAMPTON, ON L6T 2J5",BRAMPTON,Miscellaneous Industrial,Halton-Peel District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,07/01/2023,12/01/2023,10,µg/m³,annual avg,1,17.4,17.4,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway, Based on Air Dispersion Modeling  
PLAINS MIDSTREAM CANADA ULC,Plains Midstream Canada ULC.,"1182 PLANK RD, SARNIA, ON N7T 7H9",SARNIA,Petroleum Refining,Sarnia District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,12/09/2022,12/09/2023,10,µg/m³,/annum,1,36.62,36.62,Other,Voluntary Compliance Underway, Based on Air Dispersion Modeling  
PLAINS MIDSTREAM CANADA ULC,Plains Midstream Canada ULC.,"1182 PLANK RD, SARNIA, ON N7T 7H9",SARNIA,Petroleum Refining,Sarnia District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,12/09/2023,12/09/2023,100,µg/m³,/hr,1,574.27,574.27,Other,Voluntary Compliance Underway, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZENE,Legislation Non-Compliance,01/01/2023,12/31/2023,0.45,µg/m³,annual avg,1,62.1,62.1,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZO(A)PYRENE,Upper Risk Threshold,01/24/2023,01/24/2023,0.005,µg/m³,24 hr avg,1,0.00884,0.00884,Other,Voluntary Compliance Underway,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZENE,Upper Risk Threshold,01/31/2023,01/31/2023,100,µg/m³,24 hr avg,1,431.13,431.13,Additional Monitoring Underway,Additional Requirements Added in Certificate of Approval/Permit, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZO(A)PYRENE,Upper Risk Threshold,03/17/2023,05/24/2023,0.005,µg/m³,24 hr avg,1,0.0684,0.0684,Additional Monitoring Underway,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZENE,Upper Risk Threshold,03/17/2023,03/17/2023,100,µg/m³,24 hr avg,1,117,117,Additional Monitoring Underway,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,04/17/2023,04/17/2023,690,µg/m³,1 hr avg,1,899.12,899.12,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,HYDROGEN SULPHIDE,Legislation Non-Compliance,04/17/2023,04/17/2023,7,mg/m³,24 hr,1,39.49,39.49,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,NAPHTHALENE,Legislation Non-Compliance,04/17/2023,04/17/2023,50,µg/m³,10 min avg,1,588.2085,588.2085,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,DIMETHYL SULFIDE,Legislation Non-Compliance,04/17/2023,05/24/2023,30,mg/m³,10 min avg,1,30.52,30.52,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,NAPHTHALENE,Legislation Non-Compliance,04/17/2023,04/17/2023,22.5,µg/m³,24 hr avg,1,131.49,131.49,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,TOTAL REDUCED SULPHUR,Legislation Non-Compliance,04/17/2023,04/17/2023,13,µg/m³,10 min avg,1,323.68,323.68,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,04/17/2023,04/17/2023,275,µg/m³,24 hr avg,1,276.85,276.85,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,HYDROGEN SULPHIDE,Legislation Non-Compliance,04/17/2023,05/24/2023,13,mg/m³,10 min avg,1,300.96,300.96,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,TOTAL REDUCED SULPHUR,Legislation Non-Compliance,04/17/2023,04/17/2023,7,µg/m³,24 hr avg,1,41.77,41.77,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,04/17/2023,04/17/2023,100,µg/m³,1 hr avg,1,899.12,899.12,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZO(A)PYRENE,Legislation Non-Compliance,04/19/2023,12/31/2023,0.00001,µg/m³,annual avg,1,0.00544,0.00544,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,04/19/2023,12/24/2023,10,µg/m³,annual avg,1,44.96,44.96,Action Plan Submitted - Implementing Improvements ,Director’s Order, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZO(A)PYRENE,Upper Risk Threshold,04/19/2023,04/19/2023,0.005,µg/m³,24 hr avg,1,0.0301,0.0301,Additional Monitoring Underway,Additional Requirements Added in Certificate of Approval/Permit, Based on Air Dispersion Modeling  
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZO(A)PYRENE,Upper Risk Threshold,05/24/2023,05/24/2023,0.005,µg/m³,24 hr avg,1,0.0095,0.0095,Action Plan Submitted - Implementing Improvements ,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZENE,Upper Risk Threshold,06/29/2023,06/29/2023,100,µg/m³,24 hr avg,1,185,185,Action Plan Submitted - Implementing Improvements ,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZO(A)PYRENE,Upper Risk Threshold,06/29/2023,06/29/2023,0.005,µg/m³,24 hr avg,1,0.0091,0.0091,Action Plan Submitted - Implementing Improvements ,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZENE,Upper Risk Threshold,07/23/2023,07/23/2023,100,µg/m³,24 hr avg,1,171,171,Action Plan Submitted - Implementing Improvements ,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZENE,Upper Risk Threshold,08/04/2023,10/04/2023,100,µg/m³,24 hr avg,2,133,172.03,Action Plan Submitted - Implementing Improvements ,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZENE,Upper Risk Threshold,08/16/2023,08/16/2023,100,µg/m³,24 hr avg,2,184,221,Action Plan Submitted - Implementing Improvements ,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZO(A)PYRENE,Upper Risk Threshold,09/21/2023,09/21/2023,0.005,mg/m³,24 hr avg,1,0.0146,0.0146,Action Plan Submitted - Implementing Improvements ,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZO(A)PYRENE,Upper Risk Threshold,11/20/2023,11/20/2023,0.005,µg/L,24 hr avg,1,0.0109,0.0109,Action Plan Submitted - Implementing Improvements ,Director’s Order,
RAIN CARBON CANADA INC.,Rain Carbon Canada Inc.,"725 STRATHEARNE AVE N, HAMILTON, ON L8H 5L3",HAMILTON,Petroleum Refining,Hamilton District Office,BENZENE,Upper Risk Threshold,01/12/2023,01/12/2023,100,µg/m³,24 hr avg,1,115,115,Other,Assessment Underway,
THUNDER BAY PULP AND PAPER INC.,Resolute Thunder Bay Sawmill,"156 DARREL AVE, THUNDER BAY, ON P7J 1L7",THUNDER BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,06/04/2023,06/04/2023,20,%,6 min avg,1,87,87,Conducting Study,Assessment Underway,
THUNDER BAY PULP AND PAPER INC.,Resolute Thunder Bay Sawmill,"156 DARREL AVE, THUNDER BAY, ON P7J 1L7",THUNDER BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,06/26/2023,06/26/2023,20,%,6 min avg,1,31.6,31.6,None Required,Assessment Complete - No action required,
